"AveExpr"	"LogFC_MouseC2C12"	"FDR_MouseC2C12"	"LogFC_HumanCell"	"FDR_HumanCell"	"LogFC_mean"
"LHFPL2"	0.821213169503471	-1.02751621636477	6.64531606877308e-14	-2.45617587179564	1.80091003159883e-39	-3.48369208816041
"EXD2"	0.81952098120988	1.88011995531861	3.21754501936891e-15	1.62341301395696	3.60837953388115e-17	3.50353296927557
"ASH1L"	0.818025572284869	-1.20358116185361	1.95603622636026e-08	-2.05064575863679	6.01879750888526e-20	-3.2542269204904
"GM49373"	0.81727989203033	1.80165262803382	1.4928540559696e-11	1.56786507500703	3.16276449878403e-11	3.36951770304085
"UNG"	0.816062149300775	2.60965071172156	7.4123190141006e-16	1.1411367306938	5.76099399091986e-06	3.75078744241536
"CD59A"	0.813528219680701	-2.62763173814605	1.68986943096053e-12	-5.66730711389508	3.53904456927615e-34	-8.29493885204113
"LENG8"	0.812019469663884	-1.15477825397477	6.01437854238436e-13	-2.37669386684228	4.84418550587044e-33	-3.53147212081705
"TRIM72"	0.805896235127281	-1.96492617970605	0.00371129335375153	-1.0618605823472	0.000655066262058314	-3.02678676205325
"NPTXR"	0.803325525425055	3.77144731393862	2.74613443155773e-18	4.32797343755472	2.20247164688089e-30	8.09942075149335
"TPTEP2-CSNK1E"	0.802458142644489	-1.94229833970077	1.57650933712752e-12	-2.04515768729847	1.17357172902251e-15	-3.98745602699924
"HOXA10"	0.802420150975349	2.03069775744748	1.4005526009675e-08	1.93548284337879	1.78280830886437e-09	3.96618060082627
"AGPAT5"	0.800905731836169	-1.47434023883458	2.62092068361734e-11	-2.66476887172977	7.43306585488479e-27	-4.13910911056436
"ANKRD50"	0.798733003925488	-1.77216375791299	9.66323454903832e-13	-1.36793519816188	1.6898506927877e-12	-3.14009895607487
"NBEAL1"	0.79731995724925	-1.28429888542598	1.61493900812021e-13	-2.35450597334544	6.76149396856471e-34	-3.63880485877141
"TFPI"	0.795655101022041	-0.904540879475227	0.0123537487013857	-2.71407657998322	1.05180626055062e-13	-3.61861745945844
"SLC25A51"	0.792279390366321	1.58677841593778	1.25231097126072e-16	2.84019258163922	1.06367214885806e-34	4.42697099757699
"NT5DC3"	0.78896499152195	-6.4519644907309	3.20733941886764e-17	-3.57459089399334	4.96086783118668e-09	-10.0265553847242
"E2F6"	0.785957341843072	1.24028521487312	4.09365477829704e-13	1.99353792698596	5.68536517828516e-29	3.23382314185909
"COX8B"	0.78588888701267	1.2300000915376	6.27378957691617e-05	5.89375656335066	2.00782121978564e-38	7.12375665488826
"NCOA3"	0.784257608186279	-3.0718072168175	0.000122439411129394	-6.14269701961027	8.1038918974757e-12	-9.21450423642777
"GATAD2B"	0.782703987765135	-2.01408194661085	8.06334720728082e-09	-2.89873116535251	2.3442077532039e-19	-4.91281311196336
"FOSL2"	0.78015275228083	-2.13967908325157	5.78793617451776e-20	-2.69079281147141	7.44166550754022e-29	-4.83047189472298
"WAPL"	0.779639551517483	-2.28936859545997	4.37080295984605e-43	-1.44820660046738	1.01855219741834e-36	-3.73757519592735
"LYAR"	0.778793476866706	1.01537694760632	8.78087716947238e-05	2.04264300659901	3.80270556018647e-17	3.05801995420534
"UMPS"	0.777163525849691	1.63320535228112	8.865265918876e-18	1.86399437828303	8.38276802975915e-24	3.49719973056415
"PLA2G16"	0.776952733594715	-2.82827881573439	1.48216712335621e-18	-1.62897562073809	1.18172412522268e-12	-4.45725443647247
"LARP7"	0.776596102751908	2.53105069101099	9.36577956195339e-16	3.21017250417143	8.36215073601831e-24	5.74122319518242
"NTMT1"	0.776473231744213	1.72238801722284	1.6729958690422e-12	1.72943293161774	1.07086432157387e-14	3.45182094884058
"FAM213A"	0.774153730492613	5.6858283851682	8.01308731245044e-38	3.77123929804373	4.46961677880335e-29	9.45706768321193
"PRXL2A"	0.774153730492613	5.6858283851682	8.01308731245044e-38	3.77123929804373	4.46961677880335e-29	9.45706768321193
"RASSF8"	0.771586262049718	2.89317700639847	7.58317794917805e-13	2.03668176243891	3.7993765319597e-11	4.92985876883737
"DRAM1"	0.76876788203776	-0.981055584851834	0.00017119595501417	-2.76227967982323	8.32799147796627e-24	-3.74333526467507
"MYH1"	0.766268368140497	-4.0798152527451	3.84926486499901e-14	-2.10208071521626	1.22363184089958e-06	-6.18189596796135
"DPYSL3"	0.764002471874612	-2.3167704563109	4.49553115717663e-13	-1.68194888081284	6.54271394660515e-10	-3.99871933712374
"OGFOD1"	0.761558941492475	-1.07889026260272	0.000301313755686957	-2.95786846086784	3.9788166419221e-22	-4.03675872347056
"CD59"	0.761062047230668	-2.41538222232547	1.26060529190562e-10	-5.66730711389508	3.97461432305077e-33	-8.08268933622055
"MTERF3"	0.7607457	2.77062	2.364359e-15	1.706856	2.368093e-09	4.477476
"MEDAG"	0.7589988	-2.646796	1.486072e-26	-4.143149	5.290825e-47	-6.789946
"ATMIN"	0.7588993	-1.565718	4.706554e-16	-4.13668	3.329546e-49	-5.702398
"PRIM1"	0.7581087	3.47862	6.233913e-25	3.829929	5.165533e-31	7.30855
"SMYD1"	0.7580395	-1.322014	1.999012e-06	-1.591204	7.02603e-10	-2.913218
"UBP1"	0.7569154	-2.995232	9.740703e-28	-3.901018	2.226688e-39	-6.89625
"AGPS"	0.7539561	-1.828582	4.044142e-20	-2.23752	1.118795e-31	-4.066101
"PYURF"	0.751819	-1.891354	7.568045e-18	-3.112015	2.81144e-37	-5.003369
"BAZ1A"	0.7493662	-1.151292	1.820779e-15	-1.951293	1.082156e-34	-3.102585
"MGC94207"	0.7491254	2.27371	7.964333e-21	2.089428	1.157643e-21	4.363138
"RAP1B"	0.7473683	-3.511655	6.602978e-09	-5.506179	6.459582e-19	-9.017834
"KANK1"	0.7442297	2.255587	4.44521e-26	1.444368	4.103931e-21	3.699955
"TBC1D22A"	0.7438958	-3.711355	3.063503e-21	-3.426605	2.252109e-20	-7.137961
"CDR2L"	0.7438223	-3.644116	2.330814e-08	-2.829895	2.931156e-06	-6.474011
"ZBTB18"	0.7436789	-4.034514	2.33158e-24	-1.301095	5.024994e-08	-5.335609
"TRAPPC13"	0.7410673	2.674269	2.507487e-21	3.158825	3.73167e-32	5.833095
"TIA1"	0.7399429	-1.526848	0.007384897	-3.078281	2.445467e-07	-4.605129
"ALDH16A1"	0.7376655	2.083222	7.128705e-25	2.608588	4.419653e-38	4.691809
"MUT"	0.7348333	-1.47597	1.809198e-16	-1.790227	8.766369e-24	-3.266197
"LTV1"	0.7346833	1.152138	1.940996e-05	3.037153	4.336208e-23	4.189291
"SLC38A1"	0.7345192	-3.681157	2.484822e-19	-4.759423	9.576288e-32	-8.44058
"CHID1"	0.7344016	-0.9046062	1.152182e-06	-2.445975	2.91375e-30	-3.350581
"CREG1"	0.7304363	-3.197659	2.629032e-12	-4.837136	1.884232e-23	-8.034794
"SMARCC2"	0.7279161	-2.716385	8.151301e-14	-1.97341	2.055195e-12	-4.689795
"SIRT5"	0.7264143	2.123909	5.553622e-26	2.837988	2.232518e-41	4.961897
"BC003965"	0.7256478	1.440712	2.331655e-10	1.696652	1.549392e-17	3.137364
"RGD1565784"	0.7256478	1.440712	2.331655e-10	1.696652	1.549392e-17	3.137364
"MED13"	0.7243645	-1.611168	6.207894e-06	-2.946901	2.039706e-18	-4.558069
"GM12666"	0.7182788	3.617759	1.2643e-19	3.210173	6.54597e-25	6.827931
"PTPN21"	0.7182134	-1.397994	1.082842e-05	-1.867783	3.766881e-10	-3.265777
"TMEM181"	0.7166305	-2.699605	7.383303e-49	-3.863136	1.588349e-67	-6.56274
"TMEM181A"	0.7166305	-2.699605	7.383303e-49	-3.863136	1.588349e-67	-6.56274
"IP6K1"	0.7159186	-3.170419	2.979505e-18	-2.464829	1.653105e-14	-5.635248
"FMNL3"	0.7153921	-3.046582	6.981672e-09	-1.798715	0.0001208635	-4.845297
"LPP"	0.7149377	-4.088349	2.851602e-27	-4.076728	1.817831e-30	-8.165077
"CD59B"	0.7147719	-2.228117	1.560047e-08	-5.667307	7.139458e-31	-7.895425
"MAP3K12"	0.7144716	3.069193	2.408272e-26	1.927212	8.638989e-18	4.996405
"EED"	0.7130757	0.9861054	3.187685e-05	2.119035	2.425499e-17	3.10514
"EEA1"	0.7120938	-2.495113	5.515491e-11	-2.680311	4.443651e-14	-5.175424
"SOX11"	0.710972	-2.054393	1.883167e-08	-2.442067	1.171683e-12	-4.49646
"AMMECR1L"	0.710939	-1.404552	2.705206e-07	-1.637888	1.060135e-10	-3.04244
"CUL4B"	0.7091027	-1.777457	3.077513e-11	-2.06871	1.460373e-18	-3.846168
"DBP"	0.7089178	1.184645	5.134092e-05	2.222588	3.090553e-14	3.407233
"KCTD3"	0.708549	-1.004354	3.3828e-08	-2.098076	3.093514e-27	-3.10243
"UCHL5"	0.70789	2.162399	1.00433e-19	1.329765	2.375241e-12	3.492164
"CETN3"	0.7065432	1.144613	0.007894466	3.237437	1.003012e-13	4.38205
"MIPEP"	0.7059464	2.295815	1.424769e-12	2.055668	6.094807e-15	4.351483
"MKI67"	0.7033328	2.677075	7.689508e-13	2.761096	1.313465e-15	5.43817
"PPP4R3A"	0.70125	1.889994	2.883148e-12	1.344414	1.121886e-10	3.234408
"ECT2"	0.6975666	2.521426	4.713968e-17	1.629798	3.147804e-11	4.151224
"RPA2"	0.6969607	1.725966	6.992779e-13	1.365073	5.405751e-11	3.091039
"STEAP1"	0.6966816	0.956591	0.003655007	2.103854	6.595407e-13	3.060445
"SNTB2"	0.6935404	-2.487623	0.0006621989	-4.866599	8.906575e-10	-7.354222
"MCM3"	0.6861561	1.848784	8.141389e-24	1.216064	9.544718e-17	3.064848
"COX8C"	0.6839783	1.642275	6.116679e-06	5.893757	1.464828e-33	7.536031
"TNFAIP2"	0.6818618	-3.739983	1.402665e-45	-1.35599	1.629148e-19	-5.095973
"GM4353"	0.6774995	1.637219	7.320506e-07	2.483139	2.131072e-14	4.120358
"NUP35"	0.6774995	1.637219	7.320506e-07	2.483139	2.131072e-14	4.120358
"CSRNP2"	0.6749377	-1.969393	8.599147e-26	-2.191927	1.240192e-35	-4.16132
"TFAM"	0.6687074	2.898874	5.768175e-15	2.407317	1.069486e-13	5.306191
"TGM2"	0.6685894	-2.541578	5.645327e-07	-2.81803	2.711852e-11	-5.359607
"RFTN1"	0.6655745	-1.107416	1.297377e-08	-2.835111	2.676865e-31	-3.942527
"SLC25A37"	0.6623492	-3.249076	5.246987e-27	-0.9952314	1.280237e-08	-4.244307
"AEBP2"	0.6581282	-1.702639	0.001267852	-2.061819	7.630638e-05	-3.764458
"USP7"	0.6573502	-1.988224	2.418584e-23	-2.669392	3.630635e-35	-4.657617
"FAM69A"	0.6545351	-1.472808	1.599894e-09	-1.683881	1.101543e-15	-3.156689
"MCUB"	0.6517303	-1.415226	4.326989e-15	-1.609289	2.731051e-23	-3.024516
"ARL4A"	0.6493935	2.275329	1.486346e-14	1.855834	5.350158e-13	4.131163
"CAPN15"	0.6484921	1.994105	2.83253e-15	2.267223	1.585066e-23	4.261328
"CPNE2"	0.6466662	-3.328821	1.103695e-23	-2.174811	2.573449e-19	-5.503633
"GM20695"	0.6460777	2.219272	5.968057e-18	1.158321	1.031947e-20	3.377593
"N4BP2L2"	0.6413552	3.133697	1.987633e-10	1.396393	9.221879e-05	4.53009
"SLC25A44"	0.6362855	-4.278667	1.663152e-11	-4.872373	6.752827e-14	-9.15104
"ACTR6"	0.6356004	1.515301	2.435834e-05	2.06328	8.769447e-10	3.578582
"CUL2"	0.6344761	-1.549571	3.280582e-20	-1.320843	2.925242e-19	-2.870414
"GPR107"	0.6330115	-1.107613	7.411204e-10	-1.96932	1.7478e-26	-3.076933
"HSF2"	0.632551	4.068706	2.028242e-29	2.016571	3.729369e-15	6.085277
"TSPAN12"	0.6302728	1.728265	4.233039e-06	2.647527	4.461673e-13	4.375791
"TMEM159"	0.627998	2.071482	3.255353e-17	1.854044	2.194109e-17	3.925527
"RABGAP1"	0.6269991	1.974881	6.196057e-09	1.81773	5.179019e-11	3.792611
"PIGC"	0.6259167	2.069363	3.547091e-09	2.674962	2.803253e-16	4.744325
"D1ERTD622E"	0.622427	2.273064	1.241282e-14	1.26115	1.190985e-07	3.534215
"RGD1562136"	0.622427	2.273064	1.241282e-14	1.26115	1.190985e-07	3.534215
"AABR07057491.1"	0.6221044	-1.886209	1.103194e-21	-4.457171	8.332067e-54	-6.34338
"BBS2"	0.6170444	-1.452966	8.789475e-11	-2.126063	3.522394e-23	-3.579029
"CADM1"	0.6156467	3.131108	2.536078e-38	5.116503	8.647966e-59	8.247611
"SERINC2"	0.613541	-3.756425	1.251076e-22	-5.13656	5.120504e-38	-8.892986
"JMJD1C"	0.6130124	-1.218754	0.0001166451	-1.828957	1.680676e-11	-3.047712
"CHCHD10"	0.6121089	-3.640825	1.34137e-26	-2.952827	3.483241e-24	-6.593653
"CDC42EP4"	0.6120599	1.451776	2.566399e-14	1.946944	1.471949e-23	3.39872
"AC092143.1"	0.6113123	-1.032748	0.02855951	-3.771168	6.935674e-15	-4.803916
"TUBB3"	0.6113123	-1.032748	0.02855951	-3.771168	6.935674e-15	-4.803916
"EFEMP1"	0.61049	-3.694775	1.586393e-24	-8.678897	4.140981e-56	-12.37367
"KIF22"	0.6093279	2.293759	4.166888e-33	2.273962	2.454594e-36	4.567722
"FAIM"	0.6086453	1.279181	1.868868e-07	2.057595	3.751928e-19	3.336777
"PHLDA1"	0.6079236	-2.005046	6.644371e-08	-2.937866	1.192524e-15	-4.942912
"POP5"	0.6033838	1.867088	2.01834e-06	1.579957	3.671089e-07	3.447046
"SH2B1"	0.6029229	1.008347	7.150584e-09	2.350812	3.822937e-29	3.35916
"KIAA2026"	0.6024304	-1.820247	0.001422152	-1.549521	2.885806e-08	-3.369768
"RGD1311595"	0.6024304	-1.820247	0.001422152	-1.549521	2.885806e-08	-3.369768
"NAA60"	0.6001363	-1.464322	1.350717e-15	-2.237689	5.900175e-29	-3.702012
"ASCC2"	0.5964933	-1.639615	1.873542e-12	-2.363419	1.570553e-25	-4.003035
"RNF185"	0.5961177	-2.107681	2.320783e-27	-1.662324	1.257353e-27	-3.770006
"YY1"	0.5943376	-2.043623	9.396677e-22	-2.952848	4.280426e-35	-4.996472
"TUBB2B"	0.5937108	-4.510165	2.911087e-24	-2.170094	2.124085e-11	-6.680259
"DBT"	0.5923563	1.809094	2.07353e-08	1.241287	7.846625e-06	3.050382
"ARHGEF1"	0.5915797	2.277357	1.942174e-24	2.174414	2.041411e-26	4.45177
"CBLL1"	0.5883662	-1.319471	1.249188e-09	-2.067325	7.929181e-23	-3.386797
"LY6E"	0.5877943	-4.503802	1.761827e-32	-3.402473	8.390155e-28	-7.906275
"RGCC"	0.5857939	2.907264	1.320837e-22	3.544009	2.269527e-31	6.451274
"PIMREG"	0.5853253	2.309012	8.152303e-25	2.90921	5.964416e-35	5.218223
"RGD1311739"	0.583156	1.042093	6.2052e-09	2.286515	1.473086e-27	3.328608
"UPF3B"	0.5797183	1.521065	1.627378e-07	2.475653	4.279757e-17	3.996718
"NUSAP1"	0.5772073	1.954432	1.537854e-12	1.399021	2.655745e-09	3.353452
"ZC2HC1A"	0.5746105	-2.607576	5.193474e-25	-1.256245	2.739906e-14	-3.863821
"RGD1309779"	0.5741138	2.236765	6.679317e-13	1.029025	3.346098e-06	3.265791
"PPP1R15B"	0.5724093	-1.755845	1.156244e-25	-3.319618	1.680025e-48	-5.075463
"JMJD8"	0.5702567	-0.890556	5.883158e-05	-2.273167	3.705297e-23	-3.163723
"GOLGA4"	0.5679535	-2.792996	1.369126e-35	-2.54784	1.726653e-36	-5.340836
"CDK18"	0.5671233	-2.426242	2.732578e-14	-2.240622	4.980113e-15	-4.666865
"LOXL3"	0.566373	-3.041707	1.041734e-24	-1.83726	1.395694e-18	-4.878968
"AC104472.3"	0.5656863	1.83796	1.251495e-05	1.130469	0.001957912	2.968429
"TTC9C"	0.5626402	1.816431	1.584593e-25	1.804351	4.609725e-32	3.620782
"PCK2"	0.5612352	-1.796303	8.144108e-13	-1.32467	6.380385e-10	-3.120973
"PXYLP1"	0.5597889	1.662391	2.514337e-13	3.330163	1.441388e-33	4.992555
"MCM5"	0.5591679	1.413164	3.82685e-09	1.685579	1.073993e-13	3.098744
"ABHD2"	0.5591155	-0.8367918	0.001556417	-2.399321	6.469616e-20	-3.236113
"TXLNA"	0.5577373	-1.484568	5.890872e-15	-2.244466	1.195971e-30	-3.729034
"PWP1"	0.5574088	-1.700417	7.906679e-15	-2.520824	5.560459e-27	-4.221241
"AC245033.1"	0.555023	-1.084035	0.004018656	-6.606037	1.872137e-34	-7.690072
"JAM2"	0.5540912	-3.843503	1.844045e-26	-5.697133	2.024281e-44	-9.540635
"IGFBP2"	0.5524149	-2.397232	5.827674e-12	-1.993733	6.379546e-11	-4.390965
"ARMCX3"	0.5505026	-4.433375	5.586102e-24	-3.72676	1.341986e-25	-8.160135
"MICALL1"	0.5471788	-2.055947	6.712388e-20	-1.472536	5.885184e-18	-3.528483
"SH3BGR"	0.5460923	-1.540648	2.759693e-05	-1.566465	2.308415e-06	-3.107113
"STEAP1B"	0.5451798	0.956591	0.001412624	2.492077	5.227391e-18	3.448668
"ITGB3BP"	0.5451771	3.38266	1.786975e-13	1.095216	0.0008726937	4.477876
"SNAP29"	0.542334	-0.8395427	1.231323e-07	-2.871608	5.396281e-39	-3.711151
"MYEF2"	0.5398132	1.37327	4.225594e-07	2.337232	3.348076e-17	3.710502
"GALNT7"	0.5383243	-1.26265	5.834654e-07	-1.87182	4.04748e-16	-3.13447
"TRAPPC6A"	0.5375774	2.02409	5.093266e-17	1.556236	1.165369e-16	3.580326
"ATXN7L3"	0.5369579	-3.37196	6.855827e-10	-2.33722	2.033305e-06	-5.709181
"AC026954.2"	0.5358614	-1.434989	7.323084e-19	-1.645347	1.460527e-23	-3.080336
"MOB1B"	0.5348302	-1.400118	7.484912e-07	-4.016701	7.054308e-30	-5.41682
"INPP5F"	0.5330478	2.15777	8.777849e-30	1.712117	3.077784e-30	3.869887
"ENG"	0.5304109	-1.596903	2.462386e-05	-4.440963	9.542994e-24	-6.037866
"INO80C"	0.5294762	0.9836097	0.0005806487	2.524683	1.3213e-15	3.508293
"NDST1"	0.5285103	-1.396738	7.616842e-05	-3.022156	1.4685e-16	-4.418893
"CKB"	0.5271911	-5.083241	1.047855e-33	-5.056878	4.617082e-37	-10.14012
"LDAH"	0.5257444	1.3211	2.564636e-11	2.114172	2.623559e-23	3.435272
"COMMD9"	0.5235029	0.8702205	9.508533e-12	2.32757	1.735318e-39	3.19779
"TATDN2"	0.5221953	1.361436	8.515713e-10	1.472496	5.140263e-15	2.833932
"ZFP326"	0.5206312	1.426159	3.553497e-08	1.77292	6.604766e-13	3.19908
"ZNF326"	0.5206312	1.426159	3.553497e-08	1.77292	6.604766e-13	3.19908
"ALG2"	0.5190073	-2.37135	1.906232e-15	-2.075839	3.731425e-15	-4.447189
"SPN"	0.5182795	4.207064	2.123443e-30	5.13689	2.595468e-40	9.343955
"CHMP1B"	0.514276	-2.517236	3.255779e-25	-1.879683	4.864595e-24	-4.39692
"EIF2S3Y"	0.5132401	6.485045	1.039966e-53	2.156838	7.154084e-24	8.641883
"BPNT1"	0.509803	3.26068	1.364248e-15	2.492461	8.439527e-13	5.753141
"GMNN"	0.5082891	3.141177	9.805612e-15	2.874451	2.632168e-15	6.015627
"PRSS23"	0.5081169	-3.364987	4.441092e-24	-3.150237	1.655284e-25	-6.515224
"EMILIN1"	0.5081054	1.885171	7.985045e-14	1.851935	4.571431e-18	3.737106
"PRDM4"	0.5059709	-2.024135	6.930366e-24	-2.083836	3.071749e-31	-4.107971
"GSDMD"	0.5056483	1.049849	1.156767e-07	2.400991	2.166943e-28	3.45084
"IRS1"	0.5046381	-2.452564	2.80162e-06	-2.341899	5.852451e-07	-4.794464
"TRIM59"	0.503557	1.738193	5.199783e-12	1.632474	7.35128e-13	3.370667
"COQ3"	0.5024937	1.233121	1.28782e-06	2.258861	1.007934e-17	3.491981
"SERGEF"	0.5021018	1.385005	7.124061e-17	2.179106	1.251966e-31	3.564111
"DDHD2"	0.5012019	-2.133769	1.356194e-06	-3.959237	1.049539e-14	-6.093006
"BHLHE41"	0.4995885	1.992023	2.486195e-05	2.333341	2.25215e-09	4.325364
"ZFP367"	0.4976447	3.295308	2.458238e-24	2.939595	8.740302e-28	6.234903
"ZNF367"	0.4976447	3.295308	2.458238e-24	2.939595	8.740302e-28	6.234903
"HDDC2"	0.4948532	-0.6765789	0.0004945117	-3.120598	1.131824e-32	-3.797177
"FAM171A1"	0.4930024	-2.007312	3.024445e-23	-3.674517	2.102673e-44	-5.681829
"ALPK3"	0.4876856	-1.434617	1.532498e-06	-2.273147	7.507148e-17	-3.707763
"ABCB7"	0.486707	-1.934809	0.004936572	-3.257175	3.504752e-06	-5.191984
"CUL5"	0.4857829	-1.542355	2.813997e-11	-1.959589	1.372266e-20	-3.501944
"ACKR3"	0.4856403	2.746226	4.845865e-12	5.179247	2.328291e-29	7.925473
"DBNDD1"	0.4820854	2.291084	8.716103e-19	1.306294	1.155881e-12	3.597379
"DOK5"	0.4786374	4.305597	5.734556e-21	1.564307	8.42132e-08	5.869904
"HPS6"	0.4782389	1.367349	1.361837e-09	1.62338	1.51893e-16	2.99073
"SRD5A1"	0.4769441	2.625764	7.876603e-26	0.8277575	1.989034e-08	3.453522
"MLXIP"	0.4759633	-1.263143	1.909249e-06	-1.967927	5.152801e-16	-3.231071
"RCAN2"	0.4751085	-1.127397	0.0001620647	-1.878224	8.177365e-13	-3.005621
"AABR07058539.1"	0.4747856	-4.359306	3.304826e-34	-3.570491	2.497174e-35	-7.929797
"EP300"	0.4747856	-4.359306	3.304826e-34	-3.570491	2.497174e-35	-7.929797
"LIG1"	0.4730897	1.191389	4.646308e-16	2.492127	3.261874e-39	3.683516
"FNDC5"	0.469839	-1.13803	6.605979e-06	-3.976898	3.897978e-35	-5.114928
"AABR07051501.1"	0.4628135	-3.618594	7.337747e-26	-3.97901	6.341354e-35	-7.597605
"ACSL5"	0.4605968	1.648399	5.935496e-09	4.057693	6.594704e-31	5.706092
"SNX19"	0.4556339	-1.194851	2.312741e-07	-2.237039	1.783559e-22	-3.43189
"QSOX1"	0.4555651	-2.508335	5.345444e-11	-2.907487	1.536659e-15	-5.415822
"TBC1D24"	0.4553229	-3.593806	2.733873e-12	-3.920887	4.262591e-14	-7.514693
"MGC94199"	0.4544691	1.855207	2.554432e-22	2.222273	1.622904e-30	4.07748
"PLIN2"	0.4537901	-7.222485	3.993075e-55	-4.690123	6.266727e-45	-11.91261
"FOXO1"	0.4529166	-1.541913	4.65149e-12	-1.958724	2.035932e-21	-3.500636
"KIF20A"	0.4510531	2.207866	1.638774e-15	1.639918	3.004836e-12	3.847784
"COL18A1"	0.450763	-2.003326	5.465432e-18	-1.125238	8.272462e-10	-3.128564
"CREB3L2"	0.4501303	-2.709708	1.492816e-16	-3.90521	1.286088e-31	-6.614918
"MMP15"	0.4489047	1.691587	6.599449e-12	2.519267	1.067211e-22	4.210853
"SLC25A52"	0.4451823	1.586778	3.381192e-13	3.773016	7.531131e-38	5.359794
"FKBP7"	0.4425408	-2.430064	4.924453e-18	-1.87526	4.141875e-15	-4.305324
"PLCD3"	0.4424927	-1.944553	2.116756e-16	-1.678425	1.915702e-18	-3.622978
"DBR1"	0.4421141	1.559163	5.117769e-06	2.185738	2.107479e-13	3.744901
"DNAJC5"	0.4411185	-1.708999	1.960882e-28	-1.284925	1.142187e-22	-2.993924
"CDT1"	0.4368038	0.8853777	5.895168e-05	3.2217	3.938234e-30	4.107078
"TM6SF1"	0.4362549	1.11487	0.0009414494	3.351305	1.260766e-21	4.466175
"DEPDC7"	0.4360298	2.417359	5.104987e-11	1.608211	9.986416e-09	4.02557
"CLCN7"	0.4280674	-2.003623	1.162777e-18	-1.659828	3.868977e-17	-3.663451
"FAM168A"	0.4267853	-1.431912	7.489247e-13	-2.17638	1.456792e-27	-3.608292
"HIRIP3"	0.4260794	1.830957	2.143875e-16	3.490488	1.372712e-39	5.321445
"BCKDHB"	0.4254187	4.039336	1.84612e-46	1.158647	4.469017e-15	5.197983
"MUM1L1"	0.4252398	1.303512	7.278644e-05	3.134053	2.24822e-21	4.437564
"AC022384.1"	0.4251799	1.361436	9.347855e-07	1.721098	4.881312e-13	3.082534
"PKN3"	0.4239008	3.326243	2.351506e-40	3.914846	1.299362e-52	7.24109
"FAM222B"	0.423872	-1.476055	1.767837e-26	-1.464407	1.045244e-32	-2.940462
"ISY1-RAB43"	0.4190825	1.220741	5.263986e-09	1.762871	9.079109e-20	2.983611
"TUBGCP4"	0.418344	-2.035204	0.003281649	-3.856961	1.102092e-07	-5.892165
"LMNB2"	0.4179007	-1.934992	2.896779e-06	-2.503992	3.872029e-09	-4.438984
"HDDC3"	0.4142501	1.561162	9.290342e-16	1.907709	5.125774e-26	3.468871
"ISY1"	0.4141218	1.220741	1.468555e-07	1.775582	3.330341e-17	2.996323
"FSTL3"	0.4140538	-2.657275	6.605164e-23	-4.024359	2.023124e-38	-6.681634
"CINP"	0.4136979	1.89053	1.7893e-10	1.172497	2.651637e-06	3.063027
"RDH10"	0.4123682	-2.88454	6.099647e-17	-2.346808	9.337975e-18	-5.231348
"NARF"	0.4109184	-1.960334	8.272223e-18	-1.606993	8.233476e-19	-3.567327
"CLBA1"	0.4108384	0.9847101	4.406555e-11	2.900491	1.206686e-43	3.885202
"SIN3A"	0.4092639	-2.20236	4.05758e-23	-2.45816	3.655712e-29	-4.66052
"DDHD1"	0.4062582	2.132447	1.057272e-14	1.057049	1.480441e-06	3.189496
"ZADH2"	0.4061807	-2.186694	9.065167e-23	-1.520212	5.553393e-20	-3.706906
"RBM27"	0.4060583	-2.434518	3.04427e-27	-1.911187	3.592774e-27	-4.345705
"TSPAN13"	0.4060402	1.995551	1.557394e-05	1.453849	0.0003204926	3.4494
"AMN1"	0.4040783	1.497035	3.246891e-07	1.833809	2.681848e-13	3.330844
"ARNT"	0.4025173	-1.817189	6.11653e-07	-3.158341	2.611026e-17	-4.97553
"PTPN14"	0.4022747	-0.9204998	0.0006206667	-3.117045	1.890713e-23	-4.037544
"LAMA5"	0.4019244	-2.514758	1.103465e-26	-1.234948	3.58339e-13	-3.749706
"CDCA4"	0.4018957	-1.570966	8.237316e-10	-1.464028	1.747028e-10	-3.034994
"COX11"	0.4012085	-1.645474	7.306714e-13	-2.223676	1.687508e-24	-3.86915
"TXNDC9"	0.3992452	-1.635161	2.572714e-10	-1.361455	2.026282e-09	-2.996616
"RABEPK"	0.3963623	2.109025	2.303266e-32	1.547871	1.320208e-30	3.656896
"DCXR"	0.3944359	-1.420483	9.559228e-13	-3.423625	1.067938e-40	-4.844108
"SMG7"	0.3905887	-2.090408	3.355266e-17	-2.127019	3.52885e-23	-4.217427
"GPR137B"	0.390231	-2.466802	3.297532e-16	-3.147545	8.611492e-25	-5.614347
"EEF1A2"	0.3866515	-1.616178	8.381674e-10	-1.604353	1.972587e-11	-3.220531
"PPM1L"	0.3860144	0.8451606	5.075939e-05	2.689645	3.510671e-29	3.534806
"IL1R1"	0.3860021	-2.527589	5.884799e-13	-2.864238	9.992723e-18	-5.391827
"FAM173B"	0.3859046	1.990782	1.465754e-09	1.330674	1.151722e-07	3.321456
"AKT3"	0.3847022	-1.586929	2.44067e-09	-1.976457	7.245921e-17	-3.563385
"CEBPD"	0.3837432	-1.063104	6.856483e-05	-2.275503	1.785248e-16	-3.338607
"LRRC8A"	0.3831548	-1.939378	4.479782e-22	-2.386713	4.98096e-31	-4.326091
"CTIF"	0.3817927	-2.228005	2.789856e-26	-2.021886	4.920132e-30	-4.249892
