"AveExpr"	"LogFC_MouseC2C12"	"FDR_MouseC2C12"	"LogFC_HumanCell"	"FDR_HumanCell"	"LogFC_mean"
"ABHD17C"	1.84452397559517	1.22496013714153	9.34578458407488e-08	3.02115857650789	1.07033986390029e-30	4.24611871364943
"UGCG"	1.83948872421356	-2.55602791743303	1.46512642471421e-16	-1.37881108295343	1.94756002964731e-08	-3.93483900038645
"CIC"	1.83857912878331	2.62352899117406	8.42926583813997e-23	2.71721999763789	6.48571344590715e-27	5.34074898881195
"SEPT10"	1.83832575865268	2.02775692624457	1.93668178113475e-15	1.04390375378976	2.68747769749758e-07	3.07166068003433
"PCYOX1"	1.83612208896638	-1.66865979168119	0.000298310134720261	-2.47184960823385	1.90757996698107e-07	-4.14050939991504
"COL8A1"	1.82988236730182	2.20718455568177	4.67123588184865e-07	3.62641683680511	2.27400017653024e-16	5.83360139248688
"GSK3A"	1.82745981309677	-3.79922774490813	3.34509080343596e-07	-3.04327830178043	1.3169559686133e-05	-6.84250604668857
"PFKM"	1.82419637470377	-2.60461103386183	1.67758754707534e-13	-1.068452286741	0.000135618923623763	-3.67306332060283
"PCCB"	1.82093868310117	2.1290453764942	1.11639968049708e-16	1.18126946046554	7.51225297920446e-09	3.31031483695974
"SEC14L1"	1.82029457508921	1.3130041993237	6.82395972184093e-05	1.80667311670578	4.32998265187365e-09	3.11967731602948
"PABPC3"	1.8155245563014	3.3275709392473	1.43136048234709e-09	2.15663913480266	4.01700722403616e-06	5.48421007404997
"ARHGAP18"	1.81096989684099	2.84606776183942	1.76736107730924e-25	1.62020831698195	5.82975327349627e-18	4.46627607882137
"SKI"	1.81049067162663	-3.56017388358745	1.06361786937448e-10	-3.72046957169135	9.73991736496588e-12	-7.2806434552788
"ADAM10"	1.81031346954401	-0.685720777901077	0.0269692660765299	-3.15622699149169	4.41872561756477e-20	-3.84194776939276
"MYL6B"	1.80716135557904	-4.63872322448176	3.36225663957897e-15	-4.92592472812441	5.49211012281664e-19	-9.56464795260617
"ESYT1"	1.80693414655323	-1.27212052671864	1.26598152344116e-05	-2.97004790429897	2.24267259318188e-20	-4.24216843101761
"COL4A3BP"	1.80538467615153	2.0064483263079	8.15550109650424e-17	1.96525114218667	1.58437477303917e-21	3.97169946849457
"PMM1"	1.80433091373118	1.41383908509479	6.70678654154236e-13	2.28619945837877	1.86037820028223e-26	3.70003854347356
"ERLIN1"	1.80257540374657	3.51447132897428	5.22094247865715e-25	0.979818283348977	1.78882410956527e-05	4.49428961232326
"EMC6"	1.80240657899729	1.57828892604633	4.39902284366472e-09	2.386428667028	2.08167360702835e-18	3.96471759307433
"NCOR2"	1.80105226974325	1.72573316536065	9.88102276453749e-12	1.76626317423904	3.55987414460564e-14	3.49199633959969
"RUSC1"	1.80009354815666	3.53880700993727	3.32877784238012e-40	3.76582961331444	2.88656488333241e-46	7.30463662325171
"METRNL"	1.79822312745201	1.30921444150098	7.30441069178132e-09	1.88193236302025	2.08671091532091e-19	3.19114680452123
"TMEM182"	1.79280004483262	-4.80939659854237	1.41285955442837e-15	-1.55286482004567	0.000115915588210336	-6.36226141858804
"HYPK"	1.79110609850669	2.60288010186647	2.96787226581884e-13	1.93828052185435	2.0411004785886e-10	4.54116062372082
"MXRA7"	1.78188053791158	-1.24659853161572	6.52499322376225e-07	-3.41554283780997	2.33765952228503e-31	-4.66214136942569
"INPP5A"	1.76992767676238	1.16449413549879	1.98273266904827e-15	1.8318893773233	3.51067147094932e-29	2.99638351282209
"ITGB1BP1"	1.7646124890913	2.28085376700326	1.3582125338997e-18	1.80630733885585	3.93441522061967e-16	4.08716110585911
"TBC1D2B"	1.76243392899469	1.49250978216505	1.47178024839662e-11	1.46095240165032	1.96958732025596e-15	2.95346218381538
"CTNND1"	1.76213400173947	-1.92587629192858	5.52083364463531e-18	-2.55629156213314	3.50544041968799e-28	-4.48216785406172
"TRIM35"	1.76026721663903	1.50980581362339	1.1820338666153e-12	2.99035072299115	1.15005798974955e-34	4.50015653661454
"POGLUT1"	1.75994850672199	0.875194861569256	1.99830908565736e-06	2.65557252542429	4.89612959096629e-32	3.53076738699355
"SMPX"	1.75307386273159	-3.39861646582536	4.67620677546003e-09	-1.88218067071861	1.40195751727488e-05	-5.28079713654397
"PODN"	1.75296644447854	3.73797197087366	3.49341390647539e-17	2.12468281470013	2.06454075161679e-11	5.86265478557379
"ZC3H14"	1.75154890717796	1.39140491542853	5.42131246818193e-09	1.83700464897666	2.99862804853421e-15	3.22840956440518
"DDX23"	1.75021793114608	3.11968916367027	5.79050331264098e-20	1.19658587836027	6.42524039713986e-08	4.31627504203053
"MAGOH"	1.74910814776818	1.0124824530585	0.00386807587162399	3.16987306160326	1.93246291474904e-17	4.18235551466176
"IFRD1"	1.74706859102911	1.84751557087883	3.66532338105144e-07	2.58749204826278	2.51006914457526e-12	4.43500761914161
"CIAO1"	1.74652559635721	-1.46810699782312	2.84151246657254e-15	-1.49909087851616	3.43120197149471e-18	-2.96719787633928
"WASHC3"	1.74511755547223	3.42538077947374	2.74454509135108e-26	1.52648978493734	2.48952141845164e-11	4.95187056441108
"SCHIP1"	1.74500956920267	1.81299500510621	2.82110099947096e-07	1.38819929205959	1.85216140296919e-05	3.20119429716579
"HNRNPU"	1.74038782536064	2.70459554482194	1.17619734385772e-12	2.39934270137334	1.25591057589889e-12	5.10393824619529
"AC115670.1"	1.74024662943593	-4.66111700152478	4.31954903192703e-14	-6.35377627000671	4.32126778543265e-20	-11.0148932715315
"MARCH2"	1.73518254105253	2.86531844928171	9.28381297500817e-32	1.46224253728307	1.07315193698095e-20	4.32756098656478
"SCOC"	1.73418871975682	1.92150732211469	6.05696733969205e-13	1.55714597046765	1.33504488502693e-10	3.47865329258234
"BHLHE40"	1.73405884183556	-2.22374777478816	8.41933493571659e-12	-1.39573648557759	3.01282538198612e-07	-3.61948426036575
"PARP1"	1.73056473803089	2.20424854625414	3.04318304010792e-40	1.23703438144841	1.65973406217538e-26	3.44128292770255
"HRAS"	1.73001585114405	1.07328198863759	7.11313993554939e-07	1.96202997880531	2.89328574465767e-18	3.0353119674429
"RBM42"	1.72561615114692	2.52575029064547	2.36927803712304e-16	2.51580020510501	7.7178804472841e-19	5.04155049575048
"FUBP3"	1.72085639256072	1.60436749257663	3.1030567272453e-07	1.63627027112782	1.91624543306294e-10	3.24063776370445
"BPGM"	1.71538322787222	2.76981513673887	3.42487012833819e-30	1.38180830340514	8.03119789656188e-16	4.15162344014401
"AIG1"	1.71349369778636	2.72503676803744	1.384048872719e-20	3.77313962071157	1.45642407715013e-33	6.49817638874901
"TNNT1"	1.71136972497729	-4.81131207798179	7.54054522411716e-25	-3.57151229335493	2.59956466302783e-20	-8.38282437133672
"PLOD1"	1.70987839854363	-2.41862477443708	1.75930962285625e-22	-3.84392618239278	2.03654894820198e-42	-6.26255095682986
"SCARB2"	1.70971478677687	-2.85882471186182	1.23248881613705e-17	-2.54872086010744	1.00240066535181e-17	-5.40754557196926
"ALDH7A1"	1.70356467889378	2.75356528807668	4.37238476343229e-23	0.929805870983102	1.64097033332204e-06	3.68337115905978
"AABR07021988.1"	1.70316126532797	1.48684521202374	8.16107976473148e-17	1.47088596897543	4.52512256682998e-19	2.95773118099917
"MIA3"	1.70316126532797	1.48684521202374	8.16107976473148e-17	1.47088596897543	4.52512256682998e-19	2.95773118099917
"VASH2"	1.70210091793968	1.12168452733997	4.55141458689468e-05	1.95597979340124	6.87869664460546e-14	3.07766432074121
"GSTM3"	1.69825383454335	1.61219328639395	1.68999397763231e-14	1.85052822897002	6.00051505091464e-20	3.46272151536396
"ACOT7"	1.6891218354704	1.20919596215292	4.1887775680982e-17	2.04487550529258	3.8529978516464e-34	3.2540714674455
"IGFBP5"	1.68837403176341	-5.71769636018216	7.16512400531341e-25	-2.96194457253672	6.19470385078936e-13	-8.67964093271889
"GM4737"	1.68157424717094	-2.36986464533132	3.56899915685584e-23	-2.06512409107877	1.31622517125672e-22	-4.43498873641009
"SNRPF"	1.67684345530926	2.3827801099377	6.85346246616378e-05	4.06727015391241	2.91921866624803e-14	6.4500502638501
"ACTN2"	1.67661754837718	-2.62553602631874	2.29940354763956e-12	-4.36523936776731	3.34150242483042e-29	-6.99077539408605
"MARCH7"	1.67614707127015	-1.82618506778221	7.93409598376512e-07	-4.41895657219113	7.44668001666964e-20	-6.24514163997334
"TGFBR2"	1.67592861111962	-2.79198336125955	3.43430669277078e-16	-3.34719988690513	4.28079096916623e-26	-6.13918324816469
"ADRM1"	1.67187611983585	-1.8069627933221	7.76008872428027e-15	-2.18576519325267	1.24058350084622e-21	-3.99272798657477
"GM9774"	1.67187611983585	-1.8069627933221	7.76008872428027e-15	-2.18576519325267	1.24058350084622e-21	-3.99272798657477
"IQCJ-SCHIP1"	1.6647831604697	1.63331530311973	3.90536464669087e-05	1.79634334469569	2.10570636971435e-06	3.42965864781542
"B4GALT1"	1.66342498226936	-3.10288676235117	1.03789467845048e-16	-1.72144674526078	7.21647188261555e-09	-4.82433350761195
"AP1S2"	1.65666970636504	1.18514824461232	2.61506251041632e-09	1.90698009986122	4.09443904643512e-21	3.09212834447354
"TENM3"	1.65650741662915	2.43304244381092	1.29918720342102e-07	1.32127178493025	0.000781612825633281	3.75431422874117
"TOP1"	1.6523142478715	-1.09303158914035	6.25359310782754e-05	-2.2398446644676	1.64322668074203e-15	-3.33287625360795
"MESD"	1.64984047695803	1.94811442811737	4.30967448925808e-18	2.41688411715522	1.99756441164723e-26	4.36499854527258
"USP22"	1.64930164358499	-3.77318753328751	2.61322780249042e-05	-4.18068743554918	2.36282001675519e-06	-7.95387496883669
"TMOD3"	1.64842630479744	2.04872556240664	1.4601515495271e-09	2.09787745876318	1.21660299638387e-11	4.14660302116982
"GM28635"	1.64794131563957	-2.28711023802951	1.76469653230058e-08	-2.55629156213314	2.16886136702483e-24	-4.84340180016265
"COMMD10"	1.64615906328307	2.04636510514425	4.68730124968817e-16	2.17189748153288	7.97063379548709e-23	4.21826258667714
"OLFML2B"	1.64500343117521	-2.37464255655705	2.67144286490699e-13	-2.08544716458844	2.16935728023111e-15	-4.46008972114548
"PIGK"	1.64323097883093	1.77074904932236	1.02286997878324e-09	1.58858782633278	8.61638533289673e-10	3.35933687565515
"IQSEC1"	1.6422337426503	1.17954173250159	3.65678001211299e-16	1.79463952429822	4.89612959096629e-32	2.9741812567998
"CSTF2T"	1.64116885732561	1.38035695125735	2.01428905769735e-06	2.61640286227353	5.21589097965923e-18	3.99675981353088
"FCGRT"	1.64012653337767	2.0264738620099	2.9591768937926e-05	1.62981494425952	0.000136447702377671	3.65628880626941
"ADAMTS7"	1.63999530359301	1.94655590500493	2.59565125150813e-08	2.35579546313373	6.69898384805749e-15	4.30235136813866
"IFI27L2A"	1.63558790694272	4.63120275878226	2.06096346639658e-47	2.03987158857359	7.98878444910586e-26	6.67107434735585
"SMARCE1"	1.63322753874237	2.15784686250847	1.78903995358014e-21	1.63328395644609	8.98961255124877e-18	3.79113081895456
"CCNY"	1.63073862308846	-1.05422457731499	0.000353445705096555	-2.53038067869786	8.81709048310338e-19	-3.58460525601285
"RRM2"	1.62540766507418	2.61312464182619	3.92048377858942e-10	3.41511246758103	6.19765184401035e-17	6.02823710940722
"UHRF1"	1.61663143748052	3.02139606338869	7.47551395584204e-14	1.91224785441973	1.08235370849995e-08	4.93364391780842
"DUSP1"	1.6131090256902	-2.12488088470089	7.1267137165946e-10	-2.38675907611912	1.34642186960762e-13	-4.51163996082001
"ARHGAP17"	1.61021712948389	2.47769108948451	2.0742544198252e-17	0.941907542609313	1.23603009860444e-06	3.41959863209382
"GSTM5"	1.60769897576327	0.766762393819275	1.22853208336144e-05	2.68361766859721	1.06642539215475e-31	3.45038006241649
"EXOSC7"	1.60402690218273	1.09818065499434	1.12728958594551e-05	1.86898967949849	4.64999660060349e-14	2.96717033449283
"DCN"	1.60118418068709	-2.10783014158592	5.27997974377758e-06	-2.27320247273556	6.52389991712287e-08	-4.38103261432148
"PHAX"	1.59798733525483	1.32858827065874	2.8841428560478e-08	1.5326428914086	6.01077805184553e-14	2.86123116206733
"COMMD8"	1.59765288386334	1.27765688610413	7.24676894155393e-05	1.99745720551332	1.15230377793327e-12	3.27511409161745
"OAF"	1.59371880696873	2.12746066184589	8.03699981845688e-17	3.31694986849776	2.93935727597975e-34	5.44441053034365
"TPBG"	1.59349666243318	3.03148787476698	5.8950917790529e-19	2.05594743126963	1.82968835885509e-13	5.08743530603661
"SS18L2"	1.59332472504302	1.59221189624634	3.89707445818003e-11	2.1756033557574	3.16229544807513e-19	3.76781525200374
"JPT2"	1.58828072693299	1.69682009186506	5.49724662442809e-16	1.69611719879679	2.7050874384369e-21	3.39293729066185
"AW549877"	1.58781332687091	-1.4206092534263	4.23853463906003e-05	-1.84498056662986	1.13705081699732e-08	-3.26558982005615
"RGD1305938"	1.58781332687091	-1.4206092534263	4.23853463906003e-05	-1.84498056662986	1.13705081699732e-08	-3.26558982005615
"SVIL"	1.58702773207694	-3.74928927104822	3.33690905888849e-42	-2.42201968260021	2.50620625401597e-32	-6.17130895364844
"UBE2H"	1.58522132883781	-1.44663000628079	9.95419350475067e-12	-2.11446452043313	1.05302950384596e-21	-3.56109452671392
"SELENOH"	1.58433597246273	1.2582840297364	3.56612524253674e-05	2.32658981920491	3.434222650382e-13	3.58487384894131
"PCGF5"	1.58256044634229	2.94981983202616	1.86608288632985e-27	1.830938530026	2.00086849744817e-18	4.78075836205217
"PHF5A"	1.57970808046912	1.52198255971242	6.13708614396049e-13	2.98065450253766	4.89612959096629e-32	4.50263706225008
"NDUFA11"	1.57806318976033	1.11726082680628	5.96763116307161e-09	2.24161703973389	3.90686627429175e-25	3.35887786654017
"IFI27L2"	1.5740007475442	4.88035081271267	1.65038746310221e-45	2.03987158857359	6.44259863769496e-23	6.92022240128625
"IFI27L2B"	1.5740007475442	4.88035081271267	1.65038746310221e-45	2.03987158857359	6.44259863769496e-23	6.92022240128625
"FEZ2"	1.57122688030459	1.85170671730208	8.18310111437654e-12	1.65919608971897	4.56210180832032e-11	3.51090280702105
"DDR2"	1.57097559155631	-1.97236581221568	6.54807945224257e-08	-2.42725792632324	2.40566748765419e-12	-4.39962373853892
"KHDRBS3"	1.57035943147298	4.04031595957707	2.87329422362981e-34	3.1956051955832	1.18071619531141e-34	7.23592115516028
"RBM26"	1.56751672990716	1.39793306289522	4.03749053594284e-08	1.79596909038155	1.7715262181871e-15	3.19390215327677
"POMGNT1"	1.56427052369777	1.87816114620871	1.20904873271012e-08	1.92849222554709	1.37936400093458e-10	3.8066533717558
"MT2"	1.55689691161871	-3.77200180857507	1.09494231336818e-27	-1.21386038354009	1.04913045076568e-07	-4.98586219211516
"MT2A"	1.55689691161871	-3.77200180857507	1.09494231336818e-27	-1.21386038354009	1.04913045076568e-07	-4.98586219211516
"CYP20A1"	1.55688759486596	2.35669091800911	8.11338829380361e-19	1.95009721481545	4.52569250928591e-20	4.30678813282456
"PDLIM3"	1.55615559228452	-1.72151679849478	0.000743728296208675	-2.13345992303942	4.12982233157711e-06	-3.8549767215342
"GM49342"	1.5545072734657	1.52319095853148	2.78601882706415e-12	2.13408931745627	3.86880208685712e-23	3.65728027598774
"AHCY"	1.54532069241124	-1.83723711308883	2.38789258295255e-11	-2.06512409107877	2.18615216413478e-15	-3.9023612041676
"FAM49B"	1.5413583346787	2.22719854237336	1.39966893636719e-08	1.87508805718859	2.38786918268111e-07	4.10228659956195
"ANAPC11"	1.53924839173804	2.19180226232375	1.76236074544386e-08	2.86480393589833	2.86650580603925e-13	5.05660619822208
"PSMG3"	1.53617915485768	2.82509000650697	5.54044726645165e-33	1.127388362144	2.74177301363465e-16	3.95247836865097
"FUCA1"	1.53581393622158	3.38624570469038	2.78985621839515e-26	3.69119464959783	3.27685391356439e-32	7.07744035428821
"ANGPTL2"	1.53363083731607	-1.54549463104639	2.52398555189962e-09	-1.78692907357184	2.20211607211972e-13	-3.33242370461823
"UBR4"	1.53110213114724	-2.55364867099615	2.50637033549498e-14	-1.37711956905605	3.49749832174832e-07	-3.9307682400522
"CARD19"	1.52806324583548	1.61284508595373	4.95966832095424e-08	1.96509995594757	1.83862554690593e-12	3.5779450419013
"PLGRKT"	1.52748202712207	1.53327656784708	2.6518447044543e-07	2.25461347715824	1.82352112077816e-13	3.78789004500532
"ZBED5"	1.52607613484266	3.34087743094565	3.83833379853337e-08	5.58744234862547	1.75141935080027e-21	8.92831977957113
"ZDHHC6"	1.52470707518441	2.8733901739561	5.1883927616394e-33	1.82640938183449	1.3253879141203e-23	4.69979955579058
"MEGF10"	1.52435360234384	-3.1475612294218	1.17552813931022e-18	-1.16426844748537	6.28727738506255e-07	-4.31182967690717
"LRRC58"	1.51816679718863	-4.2563940041226	6.07568799187609e-10	-2.62438298340292	1.5696623365245e-05	-6.88077698752553
"NUBP1"	1.51761812462891	1.81753140967906	3.9179594383218e-29	1.23318921062788	6.21962908298956e-22	3.05072062030694
"C1QTNF5"	1.51748387649181	2.74986245095314	5.72272009044886e-19	1.55268561292274	6.92401469416153e-12	4.30254806387588
"VOPP1"	1.51296832851884	2.2835174799734	1.2116438188453e-13	1.01410504025731	3.50071068624766e-05	3.29762252023071
"RPP21"	1.51204186094632	1.68364746970666	1.02371851610701e-23	1.35968564280671	2.5195214676179e-21	3.04333311251337
"HPF1"	1.51041921307138	1.1090265005931	0.00551378729213453	2.15539701727234	1.04627318154051e-08	3.26442351786544
"ERO1A"	1.50805199518431	-3.07944684697872	3.84093008020015e-18	-2.74293843173535	3.29364685155727e-18	-5.82238527871406
"ERO1L"	1.50805199518431	-3.07944684697872	3.84093008020015e-18	-2.74293843173535	3.29364685155727e-18	-5.82238527871406
"PDGFRB"	1.50782501619957	-2.6259685920835	1.76287705645995e-11	-3.81142837430889	3.74468787667153e-21	-6.43739696639239
"ARMCX2"	1.50743890400047	-1.83041570350865	2.49771502907871e-13	-1.18092959676777	1.43268972245559e-08	-3.01134530027642
"PITHD1"	1.50628474009844	1.65854346766978	8.75543555258391e-11	2.08364979032757	4.79356892116505e-17	3.74219325799736
"CYB5R4"	1.50462624156122	1.72274648727589	6.24220282988911e-17	2.71017171272383	1.05095616030656e-31	4.43291819999971
"FAF2"	1.5035512189904	-1.27868039175226	6.82990036689514e-13	-1.95806698646691	7.98142382529503e-28	-3.23674737821917
"GLS"	1.50332057110119	-2.2468614282357	3.12201202842898e-15	-2.61659295435071	4.49423762331859e-24	-4.86345438258641
"NDUFA10"	1.50314606379722	1.04604955192242	2.39756819866278e-07	3.40366522293332	4.10423740852787e-35	4.44971477485573
"NDUFA10L1"	1.50314606379722	1.04604955192242	2.39756819866278e-07	3.40366522293332	4.10423740852787e-35	4.44971477485573
"OSTM1"	1.50161622305478	2.42572930938406	7.64866481707459e-23	1.1839781760339	5.47861891652096e-13	3.60970748541796
"VCAM1"	1.50117279365492	2.08712859112664	4.03090337998899e-11	1.64299464693717	2.14737243007437e-09	3.7301232380638
"OSBPL5"	1.49830804259895	1.105213685537	2.06125502510838e-12	3.19156916343749	1.59558054616086e-42	4.29678284897449
"PGPEP1"	1.49726302760105	2.19626745085645	7.25145575388096e-32	2.6142725490502	6.46379494604903e-44	4.81053999990665
"AABR07006774.1"	1.49347611620552	3.22022483262555	3.9249718040185e-36	3.80762890652329	2.44778918949976e-48	7.02785373914883
"ANP32E"	1.49330789231486	0.878446915306626	0.00290189312089062	2.46601294802189	8.26803996438531e-16	3.34445986332852
"AABR07011057.1"	1.4892910057019	-5.50955680775371	6.09691329352551e-21	-4.96178976159485	1.31963761056345e-19	-10.4713465693486
"FYCO1"	1.48912062703753	1.65519934643644	2.83916512038721e-13	1.87394546919572	1.79448000567812e-20	3.52914481563216
"HNRNPCL1"	1.48839312095287	3.22401873827064	1.08588878077736e-15	4.26955343145104	4.1990720418722e-25	7.49357216972167
"CDC16"	1.48473473441204	-2.35357842648552	1.93107732626581e-28	-2.06503324661786	3.76582251480342e-28	-4.41861167310338
"KIAA0930"	1.48456816380209	2.16317498879526	4.51155420753344e-06	2.61999244722433	3.79354175225227e-08	4.78316743601959
"RGD1304694"	1.48456816380209	2.16317498879526	4.51155420753344e-06	2.61999244722433	3.79354175225227e-08	4.78316743601959
"ITGA5"	1.48453939403095	-1.0841927520564	1.59358174877262e-06	-4.83136214244784	1.68428769204888e-42	-5.91555489450424
"SULF1"	1.48268290862393	-2.2635700591604	9.76754715498581e-10	-6.38479657819704	1.71255438634727e-38	-8.64836663735744
"OTUD6B"	1.48117130018475	2.27449646244676	1.8136433080747e-05	1.61960829562975	0.000479392721947788	3.8941047580765
"PIP4K2C"	1.47537068341621	1.35845950334712	1.37638796564752e-06	1.51620715645788	4.14546147123095e-09	2.874666659805
"PBX3"	1.47442569735113	2.82068786999255	1.9173471878137e-22	1.52933896815086	4.06060755837684e-12	4.35002683814341
"SLC31A1"	1.47261258121909	-0.917100406312517	0.000564528065250657	-3.11533755033506	2.36729599157054e-23	-4.03243795664758
"HAUS4"	1.47179786447167	2.8799280213437	1.09235845003446e-18	2.51952054484788	2.3471898263115e-18	5.39944856619158
"DYRK1B"	1.47056390529316	2.31096250868951	3.92815821235514e-14	3.52211646389858	9.78515753222571e-27	5.8330789725881
"MCU"	1.47056374091382	-2.15377474280717	3.13789994874713e-17	-3.20824034741153	1.64801534878187e-33	-5.3620150902187
"UBALD2"	1.46883313001948	2.15441784664745	0.00313527954526382	3.48602475347553	2.75427792057046e-06	5.64044260012297
"UBTD2"	1.46420506843317	-1.22440345577812	7.63072569454249e-07	-1.65948748872113	3.05463413761768e-25	-2.88389094449925
"DNAJB6"	1.46417978686097	-1.36090297278105	4.33806951255655e-08	-2.25429879145065	1.30201569704258e-18	-3.6152017642317
"PFDN4"	1.46094454253733	1.7030413778175	5.01405441838508e-08	3.51344764033234	5.76076195783302e-26	5.21648901814985
"PIGX"	1.4582940189141	1.93406405942226	2.30022827347897e-20	1.77543965829073	3.63419340885331e-21	3.709503717713
"AABR07028352.1"	1.45361467737207	2.85838797426972	3.86418392425475e-22	1.89954656421648	1.33775768047226e-15	4.75793453848619
"ANLN"	1.45361467737207	2.85838797426972	3.86418392425475e-22	1.89954656421648	1.33775768047226e-15	4.75793453848619
"ZWINT"	1.45077456196482	1.08202472420218	4.98290448248633e-05	2.5999204520353	1.8388458745209e-19	3.68194517623748
"NOTCH2"	1.44790445300575	-0.891485443774486	0.00387252942324427	-2.89816437883967	2.92756411748302e-18	-3.78964982261416
"MFAP5"	1.44551149945228	-0.831655780201316	0.0222748737020732	-6.65359363013501	2.1190727834487e-36	-7.48524941033633
"R3HDM1"	1.4433292597806	2.34908900968829	7.68174269403718e-13	1.26702270292842	2.18714341806725e-06	3.6161117126167
"ATP6V1H"	1.4422447638065	1.52268571930021	9.87532936397469e-07	1.38532668370167	5.75946057375902e-07	2.90801240300187
"SGPP1"	1.43891618909986	2.37133368852353	3.68644889606669e-21	2.08636627378944	6.1192405514846e-21	4.45769996231297
"SMC6"	1.43571597365362	2.4806009076675	2.38653970013517e-15	1.25919972668176	4.16533823076989e-07	3.73980063434926
"PRC1"	1.43543997345963	2.37205268223461	4.23076734386031e-23	2.58972218826591	9.73742916968753e-29	4.96177487050052
"PGS1"	1.43345569825873	1.21697508475212	1.1283344988406e-08	2.91110561843399	4.20247868848732e-32	4.12808070318611
"HIST2H2AA3"	1.43170646301182	-2.55246033775418	1.96049063412631e-15	-2.53824147745301	8.62143344399682e-18	-5.09070181520718
"DNAJC9"	1.43055638783399	2.24624081461742	5.00920959472291e-25	3.57798936168293	1.08327424154116e-42	5.82423017630035
"PTK7"	1.43052274169263	3.46327131395477	1.04328270954781e-37	3.54511803908823	2.17381465935719e-42	7.008389353043
"PNP"	1.42722132195296	1.96590030555917	9.42842956453217e-12	2.13408931745627	2.51055544550075e-15	4.09998962301544
"CUL3"	1.42352865590375	-1.53390040556528	1.17942244107121e-08	-1.50959443849484	5.40654729012431e-10	-3.04349484406012
"OSBP"	1.422195377929	-1.69604438030989	1.9758729967892e-25	-1.55622738443727	2.38983780575059e-26	-3.25227176474716
"ZDHHC3"	1.42085301359015	2.25646925829416	2.97085055509844e-27	1.38628086565056	4.27996915623863e-17	3.64275012394472
"DCBLD2"	1.42074083692627	-1.17833287897288	0.000127821205875262	-3.17134006915221	3.44262077208093e-23	-4.34967294812509
"GSK3B"	1.41754856165215	-1.07826813883389	0.00156870480070439	-2.10993054643238	2.09765251310019e-12	-3.18819868526627
"ARIH1"	1.41652262075668	-1.4536828781043	3.70523545632343e-08	-1.57696423816675	1.03158330489954e-10	-3.03064711627106
"UBE2I"	1.41573782704939	1.65874597206548	4.70416214039188e-23	2.23524917425059	4.24531285107087e-38	3.89399514631607
"SEC63"	1.41540601442934	-0.838319316313618	0.0346001611337627	-3.01577720629715	5.93815236502573e-14	-3.85409652261077
"KLHL31"	1.41448653629187	1.13574460295672	0.0254008592321096	2.20111480936655	6.06431938957696e-15	3.33685941232327
"FNDC3B"	1.4126177511855	-4.21417837441548	2.08671420111436e-17	-3.79412215525029	2.91053905429564e-20	-8.00830052966577
"CHTF8"	1.41046000423511	-1.85189773406033	1.2336980752556e-28	-2.26003995214195	2.5920785126779e-38	-4.11193768620228
"SAP30L"	1.40739453129664	1.87629036661262	3.3167215411338e-13	2.60318537144332	7.45660687246968e-23	4.47947573805594
"UBE2J2"	1.4058347884688	0.863395526067849	1.11560411165733e-05	2.53202602605278	2.28125896969337e-29	3.39542155212063
"POLE4"	1.40461408215368	2.95910071842271	5.20055212035455e-09	1.69235247686714	7.64345053474319e-05	4.65145319528985
"DNAJC19"	1.40123232355752	3.12017257950238	1.88673050804032e-31	2.28172749078889	5.7272330434818e-26	5.40190007029127
"FSCN1"	1.39740683931562	-2.77044965517247	1.85033119578238e-16	-2.5605310424423	3.31082694722613e-17	-5.33098069761477
"PLD3"	1.39639465185848	-2.89771936718334	1.28467694771243e-22	-2.90285971676625	8.51904727930072e-26	-5.8005790839496
"AAMP"	1.39539665900816	-3.49154449845751	1.19950880545003e-19	-0.791536656908193	0.00400567002146805	-4.2830811553657
"HIST2H2AA1"	1.39029298805341	-2.6577688883627	2.39761983847072e-16	-2.64355002806153	8.43754682849421e-19	-5.30131891642423
"WDR61"	1.38993209880818	1.17383026677327	1.65015427858548e-06	2.34093748750953	2.27785609128436e-19	3.51476775428279
"STAM2"	1.38868200371717	-2.62328384175525	2.7387202622088e-06	-4.1517097417267	9.28294741440106e-12	-6.77499358348195
"DNAJC7"	1.38562801533593	-2.31446795137374	9.76389970159498e-20	-1.50351329305181	2.6687558498578e-13	-3.81798124442555
"EFTUD2"	1.38229243349859	-1.87176997145195	1.37788314243553e-12	-1.43147807944062	3.0246339223497e-10	-3.30324805089258
"CHUK"	1.38024100325819	1.75355981329464	3.70648575789054e-08	1.75396081643989	1.22272256171208e-09	3.50752062973453
"FDX1"	1.37846421658452	1.50048407734102	9.66819637033612e-16	2.01753398022323	1.40150889072629e-25	3.51801805756424
"PDCD10"	1.37573093216743	2.51786275024356	3.16464073916832e-09	2.31405017458605	1.76200912273314e-11	4.83191292482961
"AC011479.1"	1.3757068517996	1.8231461015465	3.00555050518688e-15	2.89218753844327	7.23660658319959e-32	4.71533363998977
"HIST2H2AA2"	1.37554393002046	-2.67864328902469	1.13396049423241e-16	-2.64623498679343	5.29185244768711e-19	-5.32487827581812
"WBP1"	1.37000054989839	-1.92916598334301	6.1916616614825e-16	-1.19673584108687	7.73592704795408e-10	-3.12590182442987
"CD2BP2"	1.36580464206773	2.35758858212577	3.22513714466645e-19	1.68923952188008	1.08803131445365e-14	4.04682810400586
