"AveExpr"	"LogFC_RatL6"	"FDR_RatL6"	"LogFC_HumanCell"	"FDR_HumanCell"	"LogFC_mean"
"TAF1B"	-0.181512144039363	1.94316742577957	7.25104352723443e-33	1.10973708564639	1.17280824200065e-17	3.05290451142596
"SMPD2"	-0.187793722775313	2.44353357682717	1.85276808180035e-28	2.25929266320223	9.0546276143822e-26	4.70282624002941
"TNIP2"	-0.188322114099033	-1.5081671878508	1.24026661352937e-10	-1.77340795725543	3.54957796962923e-13	-3.28157514510623
"IFT88"	-0.194171076580099	2.12398205395629	2.92440073475956e-08	2.19321899080192	1.91686639350168e-08	4.31720104475821
"GM49355"	-0.1952696396154	-3.97892320452814	1.93686130683395e-41	-2.10213908075713	9.84154219293438e-24	-6.08106228528526
"MYO18B"	-0.198620946212817	-1.59879445221662	6.6624455350812e-11	-2.18133941909485	5.08979307640665e-16	-3.78013387131148
"NRSN2"	-0.203201503743955	-1.48022250746988	1.95541407984419e-12	-2.90521831500514	9.89963831534216e-27	-4.38544082247501
"SLC7A11"	-0.204786237759255	-1.48028645831159	0.000178342260204172	-4.48499636842151	1.10288108262428e-19	-5.9652828267331
"TNRC6C"	-0.204941063938177	1.33710299538154	2.23331368419676e-12	1.62635867668814	1.26095231597688e-15	2.96346167206968
"HS1BP3"	-0.205969602422181	1.59747815839654	9.00593944485818e-17	2.22030519065753	9.13969235537545e-23	3.81778334905408
"ACVR1B"	-0.207192970707154	3.47738094351582	8.18783407214609e-13	0.979223219179799	3.76830315882527e-07	4.45660416269562
"MID2"	-0.209469445145137	-1.55790597498425	9.95668770308425e-09	-1.98610930976816	5.91423968895524e-12	-3.54401528475241
"SDHAF4"	-0.211598739393883	1.9489881090821	3.76269904511693e-08	2.85110634112894	2.08331500214348e-13	4.80009445021104
"PLD2"	-0.213142105949701	1.74926721793696	2.4786819196283e-15	1.64159865989281	8.52804880256106e-14	3.39086587782977
"PNMA1"	-0.21834707706142	-1.09327197950219	0.000194738309760302	-4.9139117642086	5.91430446600125e-29	-6.0071837437108
"STYXL1"	-0.218447648600821	-1.87780592308259	7.32558666973777e-14	-2.85374445407416	2.19222864448531e-22	-4.73155037715674
"HAUS6"	-0.229949850836012	-2.39998455293893	1.57515777366739e-17	-1.69925399565552	6.68776232694942e-11	-4.09923854859445
"DTWD2"	-0.230453914782724	-2.10360493141459	1.26248140296268e-21	-2.29203326510259	1.21307079678738e-23	-4.39563819651718
"AASS"	-0.244206367561332	-4.85708437260813	5.62169373969027e-38	-3.70526583828745	3.31060380120634e-29	-8.56235021089557
"AI464131"	-0.248131161954234	1.55981528751698	2.34715477830792e-10	1.67126920007448	3.89856592850161e-11	3.23108448759147
"MYORG"	-0.248131161954234	1.55981528751698	2.34715477830792e-10	1.67126920007448	3.89856592850161e-11	3.23108448759147
"TOX"	-0.249883439314415	-4.34637492801887	7.04811443860742e-22	-1.41263591199515	6.36541678956746e-05	-5.75901084001402
"ARID5A"	-0.250442615169185	1.57909479830522	2.19054494103322e-14	1.61144811595832	1.65262406992363e-14	3.19054291426353
"CLEC2I"	-0.250644281800271	-3.22854166308517	2.90695159112235e-15	-4.94404006263567	1.94589966036141e-24	-8.17258172572084
"FPGT"	-0.259238761153158	1.80989439913876	1.1180703623749e-11	1.38460413324095	1.30306253536572e-07	3.19449853237971
"PIK3CD"	-0.259619660705955	-2.5037516447881	2.31843350678899e-20	-0.963491778963909	1.05608523947925e-05	-3.46724342375201
"URB2"	-0.270149025157351	1.86412379143727	4.8518077557348e-17	1.51520247709802	6.54195154360101e-13	3.37932626853529
"PLEKHA6"	-0.270331295070876	-2.03601799071939	1.10718697423879e-08	-3.10966289699092	5.17588794079276e-15	-5.14568088771031
"ISYNA1"	-0.271710982155947	2.79157938366637	8.01425840743874e-34	0.81748718576648	1.74440333612265e-07	3.60906656943285
"SLFN8"	-0.279376910257121	-3.95360744695431	3.22410184842845e-30	-1.82335996956255	8.38318019315125e-13	-5.77696741651686
"SLFN13"	-0.286066191697963	-3.31761558833723	5.48958854251295e-30	-1.18736811094547	9.87903923582971e-09	-4.5049836992827
"ALG1"	-0.28643116643621	2.46545499877662	2.00701775890348e-27	1.45638542491949	5.2947283202575e-15	3.92184042369611
"CLEC2G"	-0.288455153434763	-3.43524109468706	1.91960725757155e-16	-5.15073949423756	1.9369159198455e-25	-8.58598058892462
"F11R"	-0.295376032429788	3.20433059342968	9.20462010893321e-32	2.42168029048739	4.80850131159009e-24	5.62601088391707
"ADAMTSL5"	-0.295851306957386	2.77543394188104	4.02497435199595e-18	2.16373437603998	4.51276019774503e-13	4.93916831792102
"FJX1"	-0.296471016899577	-1.19659943101504	4.1900204128248e-11	-2.38714407289894	2.13962371043372e-25	-3.58374350391398
"RGD1310429"	-0.296562601415001	2.21834691915979	4.22011944415033e-18	1.16477317644556	1.28342535958771e-07	3.38312009560535
"FLYWCH2"	-0.298727977763344	-2.63797456619485	2.83796625712242e-23	-3.60453009747594	2.65486750414762e-31	-6.24250466367079
"NEWGENE_6497122"	-0.298727977763344	-2.63797456619485	2.83796625712242e-23	-3.60453009747594	2.65486750414762e-31	-6.24250466367079
"WASF3"	-0.304954764038777	-1.51947255806259	6.37922488199129e-20	-4.33214469589307	1.2734277101496e-48	-5.85161725395567
"EIF2AK3"	-0.307358312519321	-1.56094777550917	2.51961731489526e-09	-1.8615652420582	1.23062068701608e-11	-3.42251301756737
"PYGL"	-0.308202075015457	-0.60020910327333	0.0266898631874252	-5.75698395181067	4.8766540338121e-35	-6.357193055084
"KRT80"	-0.309713263103151	3.58867721836582	1.18013385205199e-22	1.91490154642829	2.87131709704607e-10	5.5035787647941
"RAP1GAP2"	-0.310955664543472	4.00209644264115	3.27330720413819e-25	4.4588742801546	1.21268177223347e-27	8.46097072279574
"NFIA"	-0.311709193692976	-1.01188659894548	1.48510126817783e-07	-3.33893866338848	7.14936221327959e-32	-4.35082526233396
"MB"	-0.319621150367718	5.62251412901648	4.11295146875606e-31	5.5080031986549	9.34750460434991e-29	11.1305173276714
"ERCC6"	-0.320843342273199	-1.17393267251757	0.000182630578816637	-2.57154513593301	4.36535505465094e-13	-3.74547780845058
"ARHGDIB"	-0.326329610309061	3.40041786187392	4.25835118583963e-17	2.93496564194013	7.60712609967935e-14	6.33538350381405
"ELOA3"	-0.326738826240849	0.853797144589063	2.53168969067238e-08	2.38104275703534	5.80330448832154e-29	3.2348399016244
"ELOA3B"	-0.326738826240849	0.853797144589063	2.53168969067238e-08	2.38104275703534	5.80330448832154e-29	3.2348399016244
"ELOA3D"	-0.326738826240849	0.853797144589063	2.53168969067238e-08	2.38104275703534	5.80330448832154e-29	3.2348399016244
"NKAIN1"	-0.328464828702464	1.45077052155853	1.27834468319664e-08	2.04831006971906	1.71293760912742e-13	3.4990805912776
"ELOA3C"	-0.331568664649222	0.853797144589063	1.26332960026257e-08	2.39447574510863	7.77722447706539e-30	3.24827288969769
"UTF1"	-0.33462985892026	3.03723638011825	9.26317692348735e-05	0.861211834248006	0.0109400289431897	3.89844821436626
"RSPH3A"	-0.337426034113085	4.10115460218425	3.2734408257556e-34	1.83206799133589	1.12682570298633e-13	5.93322259352014
"PGM2L1"	-0.340408086960434	-2.10355514749885	1.82876186427702e-20	-1.37932362134325	5.76200082173905e-12	-3.4828787688421
"SIAE"	-0.349168194042376	-1.35659734229992	5.32409126379544e-08	-2.4039474403909	6.21892751598882e-17	-3.76054478269082
"SOCS3"	-0.351917808169176	1.81648572167892	3.30832742735011e-21	1.29905420834619	1.06369375103163e-13	3.11553993002511
"LMLN"	-0.353971782542224	-1.38489147915198	1.90282700443375e-17	-1.92079353683589	1.06513459361008e-24	-3.30568501598787
"HSPA4L"	-0.35411775922104	2.88266047189792	1.86835648471968e-22	1.36046095294404	2.76351716892197e-08	4.24312142484196
"B3GLCT"	-0.355198410585737	1.84215693560087	4.40067657557479e-13	1.38192916735684	1.03371320927171e-08	3.22408610295771
"ZFP691"	-0.358630583967777	1.92115971335092	5.06049839182989e-14	1.80251799553207	1.08703455450335e-12	3.72367770888299
"ZNF691"	-0.358630583967777	1.92115971335092	5.06049839182989e-14	1.80251799553207	1.08703455450335e-12	3.72367770888299
"SEMA3B"	-0.359328888065957	1.17057413890977	4.23578466957872e-09	2.17111134165693	5.65282661109934e-20	3.34168548056671
"ADAMTS6"	-0.359993488231403	2.03739811100834	3.43088601907112e-15	1.78453881162549	7.4847151821772e-13	3.82193692263382
"HID1"	-0.366204664715852	2.65418120361793	4.38515856957081e-40	2.95436767367308	3.63187756575276e-43	5.60854887729101
"ASPSCR1"	-0.368492595815606	2.47750112525063	3.12199972126348e-30	1.18545363660876	4.36650907673074e-13	3.66295476185939
"PYGM"	-0.369024522964254	2.66959387313792	1.06922196440653e-18	1.79133591579668	6.86306932506711e-11	4.46092978893459
"ZBTB6"	-0.373159485043667	2.04562301881172	3.75986193430434e-20	1.21088781798416	3.08841801167317e-10	3.25651083679588
"ADAMTS9"	-0.375945207218232	-2.53047735487368	3.35044651532693e-20	-0.800231062072657	0.000265766309748384	-3.33070841694633
"NT5M"	-0.376370039682312	1.67742296136491	4.37324278185826e-14	1.74807084089382	1.36846773006169e-14	3.42549380225872
"STIL"	-0.37972256983693	-2.04637784185414	9.86404271745971e-20	-1.11402352539752	5.95904351237541e-09	-3.16040136725166
"PER2"	-0.380420807848327	-2.01029947069992	5.97439376142933e-15	-1.5959345531387	1.00235521206749e-10	-3.60623402383862
"TWIST2"	-0.381605507292466	2.35460186442197	1.79090459581424e-13	1.44916485742853	1.07644164090988e-06	3.8037667218505
"SNAPC5"	-0.381709580100133	-2.49853915101733	3.70502635929621e-11	-3.18581113990918	4.76824375692531e-15	-5.68435029092651
"SP110"	-0.38406990690439	-1.67909620271505	2.17896376261308e-18	-1.63734470932284	1.51359409542105e-17	-3.31644091203789
"AC119674.2"	-0.387551055390428	2.14086031836941	2.68654885374291e-06	2.41279216148818	9.70139821849404e-06	4.55365247985759
"KIF20B"	-0.392837538751026	-3.62158695999223	5.88051334806659e-18	-1.30136379284078	0.000186585572791617	-4.92295075283301
"NTM"	-0.393166910884453	-0.545350586237234	5.56588969915089e-05	-4.68218534749067	1.58475778907761e-47	-5.22753593372791
"CLCN5"	-0.398102596764276	4.265210871654	3.5504329448594e-35	1.50301484664489	7.58110928577195e-11	5.7682257182989
"SHOX2"	-0.398442710779858	1.82985482593612	4.33488406629548e-19	1.1834909263434	1.35031702073291e-10	3.01334575227952
"ATP5S"	-0.405006824069773	1.05606145432554	2.61371631744359e-05	2.10962998479071	1.58368383609064e-13	3.16569143911625
"UHRF1BP1"	-0.407025625445713	2.71137195774562	4.30872224721101e-30	1.02902162218873	1.84467669168278e-09	3.74039357993435
"LRRC75B"	-0.410148737508245	-2.22854149689007	3.16778431392263e-28	-1.72479273776694	8.19568181653244e-22	-3.95333423465701
"CABLES1"	-0.413776374996937	-2.60392815002449	4.59180006326847e-25	-1.52836028576986	2.96512793622375e-13	-4.13228843579435
"MBD4"	-0.41541747206092	-2.43102712059526	1.80782321558889e-10	-3.15022906660805	2.06921506570607e-29	-5.58125618720331
"DCAF4"	-0.415857834480172	0.758055760200786	1.62161347097899e-08	2.6512986367684	4.468959154214e-35	3.40935439696918
"SEMA6A"	-0.416981068487887	2.12042711754638	2.59316836368272e-20	1.45021160587125	2.73309817799589e-12	3.57063872341763
"MSLN"	-0.418011216747188	3.62848277338695	3.70509679453724e-28	4.74005201107364	1.69853430032306e-35	8.36853478446059
"APOL7A"	-0.419037801673001	-2.15709706303541	7.07907855517701e-21	-1.19424086372511	9.48583946456518e-10	-3.35133792676052
"BMPER"	-0.420038748690175	2.30795636328474	4.3212172474697e-19	2.36538721076616	2.60483851712768e-19	4.6733435740509
"ZFP322A"	-0.422113689625146	2.23650846587482	7.15653003083583e-13	1.3529558788501	3.18318218862627e-06	3.58946434472492
"ZNF322"	-0.422113689625146	2.23650846587482	7.15653003083583e-13	1.3529558788501	3.18318218862627e-06	3.58946434472492
"EIF2S3B"	-0.42310337030989	-6.48504474745829	1.53151310320238e-32	-1.81178357426026	6.48366545774743e-07	-8.29682832171856
"FLVCR2"	-0.426106285784181	-1.4591070284102	1.34741791613069e-05	-2.94827168746169	1.51621754265383e-14	-4.40737871587189
"SELENBP2"	-0.428467541472209	-0.851811692179945	1.08480655287545e-05	-3.0298182818738	2.62308388408231e-28	-3.88162997405375
"SLC30A3"	-0.435239763102664	1.38373232754015	6.05611733577416e-05	2.38025270930333	1.0627161801126e-09	3.76398503684347
"ATF3"	-0.439652881331473	1.98268149794832	1.7745454433916e-12	2.87454983137223	7.33309389439882e-20	4.85723132932055
"POT1A"	-0.44157793326732	-1.67753253680355	1.42712622739308e-09	-1.39700266922985	2.76712967764856e-07	-3.0745352060334
"PDE5A"	-0.447116878274267	2.8655633265601	3.90249347387489e-12	1.22963957886421	0.00099588882289233	4.09520290542431
"NRAP"	-0.452005563337614	2.0919935274775	2.53104776163185e-13	2.9437726890228	5.4047030986713e-20	5.0357662165003
"TMEM86A"	-0.452106284343688	3.73336679010914	2.04741347686301e-29	2.97092968800076	4.31874480741598e-23	6.70429647810991
"RHOBTB2"	-0.454890369222437	2.46722609219945	4.42463458329248e-26	0.995046269488613	2.04250556674502e-08	3.46227236168807
"ITGAE"	-0.457298972425355	-2.8364529049367	1.64362338369667e-10	-1.8150709643079	1.26784452279485e-05	-4.6515238692446
"RGD1309808"	-0.461512012159856	-2.42678356679936	2.46494201975116e-25	-1.45267912155832	8.89976912557169e-14	-3.87946268835768
"RRAD"	-0.466504872993276	1.57910788457567	3.39699852496258e-11	2.12656620306609	3.29759035189748e-16	3.70567408764175
"G0S2"	-0.466666130994562	3.93145450112871	9.01683846211892e-36	0.951108981666643	1.39597441706247e-06	4.88256348279536
"AL031777.3"	-0.472622940717094	3.1118691426599	5.45297793587975e-08	2.78978266268136	9.0654368717093e-07	5.90165180534125
"AABR07058464.1"	-0.475667320746032	-2.39361970096889	9.54720206049734e-23	-1.45267912155832	2.87175927040157e-12	-3.84629882252721
"RSPH3"	-0.478094040706299	3.5320885755117	1.24344750783811e-33	1.26300196466334	7.72408522450182e-10	4.79509054017504
"PLAG1"	-0.481742340260748	-2.5421531659498	5.59937894476315e-12	-2.15455816430528	1.33374316190195e-09	-4.69671133025509
"KCNK6"	-0.482702015955805	-1.89087628684757	5.98187142852453e-18	-2.14563785548477	2.02266724706188e-20	-4.03651414233234
"APOL7B"	-0.484412070719823	-2.51447640049137	5.58350964057238e-23	-1.55162020118107	1.08057132502435e-12	-4.06609660167244
"APOL7E"	-0.486158293232513	-2.52402241689407	2.83002023984034e-23	-1.56116621758378	6.19760209785989e-13	-4.08518863447785
"MYH4"	-0.494468156380561	1.95503432960693	1.04474638527078e-07	1.89859018855737	3.20322513644074e-07	3.8536245181643
"IGF1"	-0.495509839799547	1.51317705059946	1.81988548618265e-08	2.70997987201348	5.04177955497367e-18	4.22315692261294
"GATA6"	-0.502168734727005	-1.15402915870376	2.34944873790018e-09	-3.30778202474383	2.83137556634643e-32	-4.46181118344759
"POT1"	-0.503665185538654	-1.72833892771459	3.74266265503595e-11	-1.53439023659257	2.58845517037202e-09	-3.26272916430716
"RAB27A"	-0.509349199001112	-2.40942087469127	7.84293085010869e-20	-2.19934066912187	1.56644323791799e-17	-4.60876154381314
"SOCS2"	-0.514606816999321	1.57032140770028	2.15281055972526e-14	1.58149158003286	3.35208525085995e-14	3.15181298773315
"ITGA1"	-0.5156709023523	-1.57960708052198	5.93207840859556e-09	-2.39219626741276	2.86074266094317e-15	-3.97180334793474
"TFF1"	-0.520823526588551	2.995267742165	1.63272245927787e-16	3.54121775978276	3.60887124487304e-20	6.53648550194776
"CDK5RAP1"	-0.523012852156222	2.93764788530724	1.4983720175771e-21	1.08669850012112	8.85053965788933e-06	4.02434638542836
"APOL9A"	-0.523096214893098	2.16718503876295	2.7062723815907e-23	1.66210080985278	5.81170407693521e-17	3.82928584861573
"APOL7C"	-0.526959700679517	-2.74707011093769	1.24933528264537e-24	-1.7842139116274	9.3626003249077e-15	-4.5312840225651
"EPB41L1"	-0.529880117158538	2.92428193548596	2.77105512465174e-21	0.950910467702436	0.000111634918504189	3.8751924031884
"SEPT4"	-0.530701577357744	-2.55143065766252	5.94127279783901e-13	-1.59114795320981	1.33211916678956e-06	-4.14257861087232
"OXT"	-0.531599312277418	2.39706855888382	3.11088601013858e-10	1.48509849395423	3.1218468613766e-05	3.88216705283804
"APOL9B"	-0.531765554684596	2.11979264790276	9.30042658355301e-24	1.61470841899259	3.31716382847082e-17	3.73450106689535
"JPH1"	-0.532119563103623	3.80549622090982	8.36894199871105e-29	1.08187126938136	3.3134204827249e-06	4.88736749029117
"PUS10"	-0.533983058707271	1.48037795754501	5.59637352712109e-10	2.58788006463592	6.8652921997327e-20	4.06825802218092
"NLGN2"	-0.543967386780281	2.84669380012522	1.58565182901873e-22	1.30897103115966	2.69969362589133e-08	4.15566483128488
"MDM1"	-0.545436457319154	-2.79950997985543	2.72275586636861e-18	-1.03882939966624	0.000129737500797021	-3.83833937952167
"RHBDF2"	-0.548181250896066	1.07944821455812	1.62266025038161e-11	1.85451868583969	6.12757628972807e-22	2.93396690039782
"METTL7B"	-0.54890710455476	-0.973215875274368	2.78299961691781e-08	-2.5340431286519	2.44832181475535e-26	-3.50725900392626
"EPHB6"	-0.555332884699731	3.03252770306194	8.53739122523197e-38	2.68885375027774	1.84744399140033e-33	5.72138145333968
"DMD"	-0.555837593986144	-1.62719493835314	1.9367724900437e-08	-4.18703587035237	5.36780525331233e-27	-5.81423080870551
"DAPK2"	-0.557047301215097	4.81301897165794	5.2425707989667e-44	2.74568362527837	2.70503731038854e-26	7.5587025969363
"CYB561D1"	-0.56109427339617	-1.52694842923325	1.01004815311068e-11	-1.44472179881062	1.07581363123475e-10	-2.97167022804387
"SLC25A30"	-0.561674564842918	2.21377661831411	4.48240225172289e-22	2.13165443474044	3.58236743013011e-21	4.34543105305455
"ICAM1"	-0.562367514560968	-2.89816893842972	5.20338327294742e-26	-3.01415097386721	1.45743063305079e-26	-5.91231991229693
"GPR155"	-0.562632245015508	3.58512277492606	4.71942050570307e-40	2.1075600192682	1.15919457752044e-24	5.69268279419426
"WDR35"	-0.567733735149798	1.71874663581909	1.41576356344507e-20	1.4518190735941	1.29642201676903e-16	3.1705657094132
"SLC16A7"	-0.569128380180461	-3.92872748205108	7.99175619513444e-38	-3.44812453719004	9.95219719243158e-33	-7.37685201924112
"CADM4"	-0.573481448751707	2.19610264703624	9.75978532428463e-24	2.00316518438434	3.70780338578653e-21	4.19926783142058
"PRLH"	-0.580487085707177	-1.76696807116487	2.14276529308957e-06	-2.14251261858983	2.73845453726691e-08	-3.9094806897547
"MROH7-TTC4"	-0.580893435769164	-1.58827866228915	1.39101443441424e-05	-2.60351975134255	7.15735556408953e-11	-4.19179841363171
"KRT81"	-0.582097817680173	3.02272106956428	0.000203215290118976	2.08993469827074	8.40852960235615e-08	5.11265576783502
"METTL27"	-0.583395413801113	1.31955286677926	9.85366989244095e-08	1.61804852210843	4.3600374636757e-10	2.93760138888768
"GATM"	-0.585485928589185	4.73914229155693	1.15828502417772e-28	3.03032829810394	1.49426437179088e-17	7.76947058966087
"RAB3B"	-0.586088970761246	-0.980354816870169	0.000120684402699842	-2.30091985535686	4.38287918710012e-15	-3.28127467222703
"P4HTM"	-0.589969069403193	-1.27324455284542	1.24070926877134e-13	-1.76742866766308	5.85065322562984e-20	-3.04067322050849
"DNALI1"	-0.592432636019931	-1.11405912091972	1.3609944199671e-05	-2.67770653956005	6.19141559430376e-18	-3.79176566047978
