"AveExpr"	"LogFC_MouseC2C12"	"FDR_MouseC2C12"	"LogFC_RatL6"	"FDR_RatL6"	"LogFC_mean"
"RAB28"	1.88763081065619	-1.0724143984501	3.23455245612623e-09	-3.81824251695223	1.15231963653925e-43	-4.89065691540234
"HEXA"	1.88023751578957	-4.30458325586192	8.62997068876771e-36	-3.03960869461855	1.47349492877539e-29	-7.34419195048046
"BAG1"	1.87952656774836	-3.52306553110118	5.30699070669081e-22	-3.14071796317773	1.43153039613873e-22	-6.66378349427891
"SSRP1"	1.87769606366461	-2.77645118020405	8.39301808892812e-15	-3.07094599349169	7.26669435462218e-20	-5.84739717369574
"SLC39A1"	1.87501627954181	-1.62792645405221	3.39857102095221e-15	-2.42442851086864	3.85633455671283e-28	-4.05235496492086
"SUN1"	1.86975913758874	-1.53116495379328	1.09556253470041e-08	-2.06866281575792	1.08513210570596e-15	-3.5998277695512
"MIDN"	1.86944240819139	-1.34348579083601	0.000322461058346751	-1.74423064694618	2.47879338194518e-07	-3.08771643778219
"MYOM2"	1.86943710436221	-4.09807226657416	1.42388734111517e-14	-3.04878549249082	8.92836824900413e-12	-7.14685775906497
"PARL"	1.8664624332115	-1.43244185049329	1.15993613944448e-09	-1.63259096748523	6.95452924934825e-14	-3.06503281797852
"UBE2Z"	1.86532135750448	1.25229255851178	3.11081084358333e-07	1.91051005987294	1.5152789995413e-15	3.16280261838472
"MAPK1IP1L"	1.86457613730923	1.63812804674288	1.35226575463197e-21	2.5785098260834	1.87848696818829e-41	4.21663787282628
"COL12A1"	1.86414679833264	3.71206775390825	3.22581706700305e-14	2.7912177498702	1.21526796177596e-11	6.50328550377845
"TXNDC17"	1.86068609889566	-1.7533346430575	2.17811731469824e-07	-2.38578927009242	1.16952556199701e-13	-4.13912391314991
"SCRIB"	1.85981451833261	-1.79525730064346	8.08468095089456e-10	-2.52589735322263	6.83185957978464e-21	-4.3211546538661
"TRIP12"	1.85838038151461	2.57502853684197	2.45957425935601e-18	2.13239890696451	3.22392703575127e-17	4.70742744380649
"EWSR1"	1.85354311719464	-2.36783658499686	3.90184919399693e-24	-1.85822968879812	1.7392053937548e-21	-4.22606627379497
"SLC30A4"	1.85196712480568	-2.47746265315939	3.24303943353867e-13	-1.98684179909354	8.78596664475868e-12	-4.46430445225293
"ERP44"	1.85102760097494	1.51496200441091	8.97748114548243e-13	1.48652197028059	6.81454206061152e-15	3.0014839746915
"CYTH2"	1.84966695246126	-1.26712718767654	2.81110957993118e-17	-1.76978820678672	3.19632989344218e-29	-3.03691539446327
"PITX2"	1.84764827550808	-1.78533198428657	3.8895928569163e-07	-2.79578710190636	6.99233934343275e-16	-4.58111908619293
"GM6563"	1.84549626896518	-1.47406815617033	1.59955692702632e-07	-2.07313762577137	1.68595849120298e-14	-3.5472057819417
"SARNP"	1.84549626896518	-1.47406815617033	1.59955692702632e-07	-2.07313762577137	1.68595849120298e-14	-3.5472057819417
"DDAH1"	1.84510552026456	2.64596461218085	5.61799174652427e-13	1.56154737285439	8.10072162016106e-09	4.20751198503525
"DNPEP"	1.84466733028388	-1.61804297252988	1.94805116485673e-13	-2.23616640753123	2.73848849971748e-25	-3.8542093800611
"ABHD17C"	1.84452397559517	-1.79619843936636	7.55394931670697e-13	-3.02115857650789	1.07033986390029e-30	-4.81735701587425
"ACO1"	1.84375553000897	1.75223443165558	3.31837278029413e-06	1.27417560153259	8.43399608852235e-05	3.02641003318817
"MCRIP1"	1.84192133398273	-1.97714499093202	2.60348550935101e-13	-1.15783097136516	1.21031612699668e-07	-3.13497596229718
"DDX39"	1.84066479143412	-1.93095085796996	3.26377207977156e-09	-2.62899648321588	4.26490657504432e-19	-4.55994734118584
"DDX39A"	1.84066479143412	-1.93095085796996	3.26377207977156e-09	-2.62899648321588	4.26490657504432e-19	-4.55994734118584
"TCF12"	1.83399123576613	2.01481464505853	4.58370959556494e-13	2.52121942275377	1.56786415075334e-20	4.5360340678123
"SYVN1"	1.83171685175313	1.15928787022632	6.83750001298911e-07	2.00920887553067	7.47399490203259e-20	3.16849674575699
"COL8A1"	1.82988236730182	-1.41923228112333	0.000957618221957141	-3.62641683680511	2.27400017653024e-16	-5.04564911792844
"AP002990.1"	1.8225129426113	4.25943346189274	1.45967206412705e-19	4.00440728796487	2.62781672684279e-24	8.26384074985761
"AP1S1"	1.81901725958984	-1.50036600356212	2.53596091206052e-08	-2.32906298175863	5.4969032097577e-18	-3.82942898532076
"SIGMAR1"	1.81868870896345	1.41834701891667	6.622320644798e-11	1.72382874245139	7.24848181279488e-17	3.14217576136806
"SND1"	1.81603823839552	-2.86842982496443	3.2322613933167e-25	-2.31225280336284	3.47524331900966e-23	-5.18068262832728
"GPNMB"	1.81331228012949	5.19079449674718	1.72824263634949e-27	0.919579422719484	0.000317783517161079	6.11037391946666
"ADAM10"	1.81031346954401	2.47050621359061	2.15300442556531e-12	3.15622699149169	4.41872561756477e-20	5.62673320508229
"CRIM1"	1.80953268971263	5.05691990472889	7.65170514493181e-31	2.71555228438126	1.69615746674742e-21	7.77247218911015
"ESYT1"	1.80693414655323	1.69792737758034	1.75421277108609e-08	2.97004790429897	2.24267259318188e-20	4.66797528187931
"SUMF2"	1.79939349080998	3.46607419972577	1.90920656758235e-39	2.94548295345308	1.4750225292931e-42	6.41155715317886
"RAB13"	1.79454463113857	2.27990511119614	4.74275806514108e-13	1.79404538748897	2.33137064642625e-13	4.07395049868511
"MCTS1"	1.79372838811329	-2.15906682427763	6.09071241552587e-11	-1.98451279538797	9.47355876403955e-14	-4.1435796196656
"PIGP"	1.79319434780151	-2.64622984504171	3.34870177483292e-08	-2.45911631697433	1.43461155365033e-10	-5.10534616201605
"UXT"	1.79285825113629	3.52677789299509	1.83143618025289e-16	1.1753501875434	2.79615886809799e-05	4.70212808053848
"FASN"	1.79160117193175	-1.72741378101595	1.53176098424223e-07	-1.65141265772671	1.44267565883604e-08	-3.37882643874266
"BLOC1S5-TXNDC5"	1.79091619496352	1.8186076142067	1.98934693559266e-12	2.20946097746951	1.49181547711818e-21	4.02806859167621
"MED13L"	1.78938921027573	1.98447356348522	2.48565498526285e-12	1.12929546697608	4.14558008758035e-08	3.1137690304613
"LONP1"	1.78742586228088	-1.93744294181232	2.88832496055813e-16	-1.18684223590935	3.86915521006126e-10	-3.12428517772167
"RNASET2"	1.78689522444652	-4.29107951881527	3.91938430576306e-43	-3.18854494866062	4.91436696447527e-38	-7.47962446747589
"NAGK"	1.78217315106044	3.21986489915711	4.65867517770813e-20	1.44894390836027	2.24826101469733e-08	4.66880880751739
"MXRA7"	1.78188053791158	2.16894430619425	2.07745676737575e-14	3.41554283780997	2.33765952228503e-31	5.58448714400421
"TSPAN9"	1.78007577882011	-2.01525907821184	8.28378396228874e-16	-1.72869145420751	1.82968313093227e-15	-3.74395053241935
"AC131160.1"	1.77859170158113	-1.67683232284027	1.20763453352662e-17	-1.87698143983221	1.30434851744451e-23	-3.55381376267249
"ALKBH5"	1.77816052186684	1.40903044081738	1.9123968811464e-07	1.63785578749616	4.0394473119725e-11	3.04688622831354
"CD248"	1.77684705713547	2.30784419869094	7.05875837435962e-10	1.24025432946919	6.06744434198082e-06	3.54809852816012
"AIP"	1.7719534592525	-1.43631855664191	4.9160470606456e-21	-1.60434447114118	1.46635302493183e-27	-3.04066302778309
"STRIP1"	1.77064064840013	-1.1756782473602	1.80932549851952e-15	-1.71061102552982	1.01227203779897e-30	-2.88628927289002
"AMZ2"	1.76663788745533	2.10628251999411	5.35507321467566e-27	1.8850323231926	3.56077829251807e-27	3.99131484318671
"AC122413.2"	1.76630783561004	-4.21340891547764	1.73726131630212e-27	-3.18854494866062	1.53051430806656e-23	-7.40195386413826
"AC164314.2"	1.76630783561004	-4.21340891547764	1.73726131630212e-27	-3.18854494866062	1.53051430806656e-23	-7.40195386413826
"ANTXR1"	1.76312426428552	2.96593862252571	3.32811692903933e-19	3.21543434940516	1.29109913927253e-27	6.18137297193087
"IFITM2"	1.76145976564888	2.23583994214272	3.73318818695118e-12	2.3060867367856	3.86513257501936e-15	4.54192667892832
"TRIM35"	1.76026721663903	-1.48054490936776	4.02033598269098e-12	-2.99035072299115	1.15005798974955e-34	-4.47089563235892
"POGLUT1"	1.75994850672199	-1.78037766385504	1.48888495059976e-16	-2.65557252542429	4.89612959096629e-32	-4.43595018927933
"RNF103-CHMP3"	1.75438823663461	2.57205782831318	1.35283008669459e-26	1.30480962806644	2.49867079959366e-05	3.87686745637963
"MAGOH"	1.74910814776818	-2.15739060854476	1.10364078912471e-08	-3.16987306160326	1.93246291474904e-17	-5.32726367014802
"EHD4"	1.74807018654447	-2.60710577197552	1.68186975498909e-15	-2.38749949203021	4.81094409415328e-19	-4.99460526400573
"AC115670.1"	1.74024662943593	1.69265926848193	5.43476023539165e-11	6.35377627000671	4.32126778543265e-20	8.04643553848863
"SERPINE1"	1.7362344053315	5.52945412424497	2.64160280151577e-34	5.22018125467556	7.22100196845714e-37	10.7496353789205
"ZNHIT1"	1.73426013794732	-1.44666749941572	0.00351280696241643	-2.07800604143868	3.16127511681126e-06	-3.5246735408544
"C1GALT1C1"	1.73205697326126	-2.93359749151551	2.03431045525233e-08	-3.17916949277292	2.68798156777837e-13	-6.11276698428843
"ZFP330"	1.7307525804803	-1.83016423314473	2.97348459739713e-15	-2.04434359384607	2.11520859131781e-23	-3.8745078269908
"ZNF330"	1.7307525804803	-1.83016423314473	2.97348459739713e-15	-2.04434359384607	2.11520859131781e-23	-3.8745078269908
"VASP"	1.73039421162399	-2.17775458377827	1.340221296661e-13	-2.02030797709176	2.63482618144075e-14	-4.19806256087003
"POLR2H"	1.7274205803618	1.90430733179262	1.60704251494344e-11	1.51152899868327	4.36798631716675e-10	3.41583633047589
"WRB"	1.72594268807642	1.81241884521334	9.8539816937952e-12	1.1926727283991	3.43469881927058e-09	3.00509157361244
"CHMP3"	1.71852973683823	2.50818487555088	5.20102563870899e-27	1.24093667530414	2.72036032998753e-05	3.74912155085502
"TEAD1"	1.71486559696389	3.07133308901723	2.05802712131832e-09	4.62308158264461	6.69183849917103e-06	7.69441467166184
"AIG1"	1.71349369778636	-1.04810285267413	1.21174986882606e-05	-3.77313962071157	1.45642407715013e-33	-4.82124247338571
"PLOD1"	1.70987839854363	1.4253014079557	1.26020576101453e-11	3.84392618239278	2.03654894820198e-42	5.26922759034847
"AC006254.1"	1.70431455761989	-4.9061431651618	1.30154302680596e-27	-2.67287745834052	4.23632720546907e-19	-7.57902062350232
"ZSWIM6"	1.70204425003174	2.26184005373179	1.69052327248646e-22	2.18345037273244	2.60063533976263e-28	4.44529042646422
"KLF4"	1.6995050684664	-2.51706877878515	2.788659322433e-18	-3.10227584175775	5.36552126945146e-27	-5.61934462054289
"TACC2"	1.69933183928033	-3.02507979234673	3.13557916929406e-13	-3.57137978831317	5.07324975612539e-22	-6.5964595806599
"RNASET2B"	1.69527671223511	-3.94542785910861	4.37494335528952e-32	-3.18854494866062	9.99569062442343e-30	-7.13397280776923
"ABRACL"	1.6930739229138	-1.71805240222857	7.59475935902061e-06	-2.19110989174906	5.6089137082611e-10	-3.90916229397763
"SRI"	1.69059105981287	2.25276315563619	7.31019116381287e-12	2.06926989099994	1.08180047846691e-12	4.32203304663614
"TMEM132A"	1.68875243923329	-2.33620929825455	4.34386416304038e-13	-2.71829249730179	1.78623254375278e-21	-5.05450179555634
"PAPOLA"	1.68600238321632	3.07224453434336	9.77277806465908e-15	1.57368094909659	6.97289659583959e-07	4.64592548343995
"MYBBP1A"	1.68165931434225	-1.08720507170738	2.07203391531265e-05	-1.98373626873681	1.62824144127835e-14	-3.0709413404442
"TUG1"	1.67827879589194	2.49688323867058	2.97605370425723e-13	2.79158343689115	3.49520990697994e-18	5.28846667556174
"SNRPF"	1.67684345530926	-1.68449004397471	0.00464356014087379	-4.06727015391241	2.91921866624803e-14	-5.75176019788711
"ACTN2"	1.67661754837718	1.73970334144857	6.80953296489177e-07	4.36523936776731	3.34150242483042e-29	6.10494270921589
"MARCH7"	1.67614707127015	2.59277150440891	2.33755347397346e-24	4.41895657219113	7.44668001666964e-20	7.01172807660004
"SRP54C"	1.67599921972363	-2.2802432087084	2.39703291417519e-09	-1.42254755453719	6.3515010679796e-07	-3.70279076324559
"SLC25A17"	1.67597466181824	-2.0374778252471	1.00185250701545e-20	-1.77173944145676	1.14176027053334e-20	-3.80921726670386
"TPD52L2"	1.6749087689119	2.08201485890672	2.24572021713927e-13	1.82281884882728	2.02417003668385e-13	3.904833707734
"NPDC1"	1.67429980012805	-2.31004492311034	7.11471652003138e-21	-2.43017131927893	1.01799599050953e-25	-4.74021624238926
"CALCOCO1"	1.67091888715927	1.59721971844684	2.11099251295917e-05	1.40318806252865	1.86753528105135e-06	3.00040778097549
"RBPJ"	1.66573698369609	1.558370674777	2.74129465978072e-08	1.45373752631296	4.33598861059845e-09	3.01210820108996
"CHRND"	1.66345926673491	-1.85439814488643	3.36466543183922e-07	-1.64862866986479	2.23511885863074e-07	-3.50302681475122
"GADD45G"	1.65764171196152	-1.59894601431131	1.53140946751723e-12	-1.92436793322731	6.60190622062455e-19	-3.52331394753862
"NUS1"	1.6548576099415	1.48258056981883	1.53705431270713e-10	1.44429857954884	3.11731682058888e-12	2.92687914936766
"SCYL2"	1.65443285165785	2.55488467831084	5.21039557946079e-09	0.919221017527402	0.00349166761388407	3.47410569583824
"AABR07033047.1"	1.6541267225987	1.17476747560526	0.00882385597302633	2.99185965149068	0.00210003351946162	4.16662712709594
"DCAF13"	1.65355252965791	-1.97785799000993	9.42280136553792e-13	-2.38123610300627	3.35479401727653e-19	-4.3590940930162
"GATAD1"	1.65341214157588	-1.51405012314029	8.45772654733337e-12	-1.88027325158168	3.80506697510282e-21	-3.39432337472197
"SFT2D1"	1.65326091065031	-1.70973740768998	4.9700078742564e-13	-1.40259717223084	5.63388752029272e-12	-3.11233457992082
"TOP1"	1.6523142478715	1.14681307532725	2.73425883129483e-05	2.2398446644676	1.64322668074203e-15	3.38665773979484
"CIRBP"	1.65137932528546	1.77155365224557	6.98808152924238e-15	1.83281770581069	6.52727236148359e-18	3.60437135805626
"CSTF2T"	1.64116885732561	-1.23604591101618	2.26117182318959e-05	-2.61640286227353	5.21589097965923e-18	-3.85244877328972
"SLC38A10"	1.64060310744248	-1.05910440366217	1.51509068778535e-07	-2.03132653404473	2.69453141131066e-21	-3.0904309377069
"NDUFA5"	1.63684522857182	-2.75433122827721	2.45157446589774e-21	-2.69438318104478	2.31723779528449e-23	-5.44871440932199
"GM12166"	1.63150017283205	-1.62170533197067	1.36408649041032e-10	-1.40259717223084	1.94105520792963e-10	-3.02430250420151
"CCNY"	1.63073862308846	1.47615610138286	1.52679020430599e-06	2.53038067869786	8.81709048310338e-19	4.00653678008072
"GM24616"	1.62790180086335	-5.65110452452517	5.57165311078698e-24	-4.76682432006221	1.91852133837235e-22	-10.4179288445874
"TMEM263"	1.62719566325273	1.90613692123556	1.43892885862587e-22	2.36015241555706	2.03997133524388e-35	4.26628933679262
"RRM2"	1.62540766507418	-0.801987825754842	0.0409415090223093	-3.41511246758103	6.19765184401035e-17	-4.21710029333587
"STT3A"	1.62184930576192	4.20467424288588	7.18234361693165e-19	4.75155541353281	2.42641648717091e-25	8.95622965641869
"SLF2"	1.61490620046759	-1.27500137258225	2.22267440870083e-13	-1.87573949506728	7.02133792427298e-28	-3.15074086764952
"GSTM5"	1.60769897576327	-1.91685527477794	4.38944464309135e-19	-2.68361766859721	1.06642539215475e-31	-4.60047294337515
"OAF"	1.59371880696873	-1.18948920665187	1.22718988876901e-07	-3.31694986849776	2.93935727597975e-34	-4.50643907514963
"SRP54"	1.59285916454268	-1.82574424038587	3.01198990937572e-06	-1.42254755453719	2.58833129728966e-06	-3.24829179492306
"SRP54A"	1.59285916454268	-1.82574424038587	3.01198990937572e-06	-1.42254755453719	2.58833129728966e-06	-3.24829179492306
"KPNA4"	1.58632854779514	2.56920607670869	4.00377836485445e-10	3.76028872893847	3.86243725208042e-06	6.32949480564716
"THRAP3"	1.58491734422734	1.26360757040092	1.03583082051575e-06	1.94634031770623	0.000258650703440506	3.20994788810715
"SELENOH"	1.58433597246273	-1.06830578946852	0.000798972179955789	-2.32658981920491	3.434222650382e-13	-3.39489560867343
"BAIAP2L1"	1.58405765241653	-2.91942691850213	2.34415969154584e-18	-3.00854146663133	2.47553310495181e-22	-5.92796838513346
"PHF5A"	1.57970808046912	-1.45867194282524	6.08911147735749e-12	-2.98065450253766	4.89612959096629e-32	-4.4393264453629
"NDUFA11"	1.57806318976033	-1.12435621292761	7.97698995829184e-09	-2.24161703973389	3.90686627429175e-25	-3.3659732526615
"NNMT"	1.57270834948296	5.81534923224308	3.45334382940503e-39	4.57829091757014	4.39992680249897e-36	10.3936401498132
"SC5D"	1.56874162828821	3.54945922388586	9.54825023786986e-21	1.81487246922134	1.95714080850407e-10	5.3643316931072
"COX14"	1.56685999868215	-2.88614589448455	2.00522772716415e-09	-1.15295053303107	0.000860756836304698	-4.03909642751563
"MAPK1IP1"	1.56533391223978	2.98562083433974	2.52366171470742e-44	2.70209470156176	1.43625668128521e-49	5.6877155359015
"ERG28"	1.56439317883313	1.47431753104253	0.000111215683429236	1.76141910529544	2.89986548776079e-07	3.23573663633797
"SRP54B"	1.55179281786145	-1.60124821186184	5.69622322248644e-05	-1.42254755453719	4.99896222199566e-06	-3.02379576639903
"ITFG1"	1.54354122522097	-1.70734163956514	1.67510699839206e-06	-1.40742126041852	5.4679199676423e-06	-3.11476289998366
"TCP11L2"	1.5403919025722	-1.31213012056897	0.000513096839124362	-1.97749695460826	4.13448388868777e-10	-3.28962707517723
"CHMP6"	1.54005710123023	-1.9817536942612	3.44960690778996e-14	-2.1400724557742	1.45304689937425e-18	-4.1218261500354
"STAC3"	1.53594111146054	1.44543172543217	2.04135182155104e-05	2.270845723105	2.64877733626031e-14	3.71627744853717
"BMPR2"	1.53474604521324	2.1948590614043	9.72028780414271e-10	2.11194011703927	3.90684260969836e-11	4.30679917844357
"EIF2S3"	1.53358064615982	7.0703718685226	6.12689183188627e-58	0.585327121064306	0.000162000186185222	7.6556989895869
"SYNGR2"	1.53308661321824	-2.54055608152268	6.40434577478444e-25	-1.2445010250617	2.44376426791227e-12	-3.78505710658438
"ECPAS"	1.52939874036089	1.7647008795906	8.78316181973813e-13	1.22296876633002	2.71973226947682e-09	2.98766964592062
"CORO1B"	1.52865822614485	-2.24198332850678	1.4731399982182e-19	-2.73625677036021	2.63308085005896e-28	-4.97824009886699
"ZBED5"	1.52607613484266	-2.24656491767982	0.000133140551417319	-5.58744234862547	1.75141935080027e-21	-7.83400726630529
"STRADB"	1.5246564052545	3.90276497222404	1.57574814012411e-43	3.4210031731617	9.58203796040097e-48	7.32376814538574
"PIP4P2"	1.52318009904432	-3.5709653616079	1.15551995752225e-19	-2.39124270829928	3.93249774288771e-14	-5.96220806990718
"DDX6"	1.52204973566423	1.98058680308766	1.73298152178377e-11	2.32125780674962	6.66970169147721e-17	4.30184460983728
"SORT1"	1.51562754512115	3.588614246892	1.92886118402275e-16	3.87382841791523	4.49380618166723e-24	7.46244266480724
"RBM8A"	1.5143692162624	-1.17297371762287	0.000110373973080181	-1.75245727788426	5.71323340313444e-10	-2.92543099550713
"GM9803"	1.51405975756125	-2.15374235822553	4.40972073450059e-15	-2.1279795827421	1.21363561058356e-17	-4.28172194096763
"PAM16"	1.51405975756125	-2.15374235822553	4.40972073450059e-15	-2.1279795827421	1.21363561058356e-17	-4.28172194096763
"TULP3"	1.51367465469672	2.95590572213136	1.13009544993214e-28	1.33337275156889	2.84950492043454e-13	4.28927847370025
"RCHY1"	1.51066899773976	-2.81036283275011	5.19584749736868e-18	-2.80071688468835	5.6222818247257e-24	-5.61107971743846
"HPF1"	1.51041921307138	-1.04637051667924	0.00983536464913914	-2.15539701727234	1.04627318154051e-08	-3.20176753395157
"PDGFRB"	1.50782501619957	1.18545978222539	0.00081646853043156	3.81142837430889	3.74468787667153e-21	4.99688815653428
"SCAND1"	1.50743039270406	-2.10732422811676	1.33374316190195e-09	-2.78599861410461	4.12064280890806e-19	-4.89332284222136
"SERTAD4"	1.50731285205819	-2.72782684776369	1.39560451342042e-11	-2.01150595750523	7.27919840224197e-11	-4.73933280526892
"RGD1559786"	1.50531232786154	1.8787028360638	6.06140641296543e-26	2.16681011705454	2.62798232290934e-37	4.04551295311833
"CYB5R4"	1.50462624156122	-0.987425225447942	8.68125671148614e-08	-2.71017171272383	1.05095616030656e-31	-3.69759693817177
"NDUFA10"	1.50314606379722	-2.3576156710109	5.05164506804395e-21	-3.40366522293332	4.10423740852787e-35	-5.76128089394421
"NDUFA10L1"	1.50314606379722	-2.3576156710109	5.05164506804395e-21	-3.40366522293332	4.10423740852787e-35	-5.76128089394421
"TRAK2"	1.49872020878854	3.34347488997693	5.33425866201907e-29	1.65400984073127	3.2968514352056e-15	4.9974847307082
"GET4"	1.49835851659875	-1.4396967690056	4.1373612987349e-22	-1.54142478936859	1.34488525844853e-27	-2.98112155837419
"OSBPL5"	1.49830804259895	-2.08635547790049	2.31323529557604e-26	-3.19156916343749	1.59558054616086e-42	-5.27792464133798
"RBPJL2"	1.49675254566695	1.558370674777	3.3867469019574e-08	1.88344081158707	7.50123828476678e-13	3.44181148636407
"AABR07006774.1"	1.49347611620552	-0.587404073897737	7.63258498952764e-05	-3.80762890652329	2.44778918949976e-48	-4.39503298042102
"ANP32E"	1.49330789231486	-1.58756603271527	3.49396882139127e-07	-2.46601294802189	8.26803996438531e-16	-4.05357898073716
"TIMM22"	1.49053175176747	2.58972681750839	3.07120368165393e-21	1.39165230530487	3.02232334118562e-11	3.98137912281326
"CMC2"	1.48970477829898	2.8222957150129	1.43898185089259e-28	2.52972233955233	8.18784709956121e-29	5.35201805456523
"TMEM134"	1.4895013053887	-1.94122413255505	5.78781319615645e-16	-1.62172524084712	4.26711919936793e-15	-3.56294937340217
"MRAS"	1.48907016698905	3.78207079296042	9.83309111275355e-41	3.3898236142788	8.65836091064221e-41	7.17189440723923
"FBXO30"	1.48888002332476	1.524235596341	9.33934722672319e-17	1.82989334141673	3.01853656997731e-27	3.35412893775773
"HNRNPCL1"	1.48839312095287	-1.0455346931804	0.00279077218641343	-4.26955343145104	4.1990720418722e-25	-5.31508812463144
"ITGA5"	1.48453939403095	3.74716939039144	3.33792788158153e-30	4.83136214244784	1.68428769204888e-42	8.57853153283927
"SULF1"	1.48268290862393	4.12122651903665	1.48893915717062e-20	6.38479657819704	1.71255438634727e-38	10.5060230972337
"LOXL2"	1.47851760563475	3.6387858994428	1.62653162806769e-16	3.08719024368858	1.69387734519606e-18	6.72597614313137
"AABR07017046.1"	1.47696084776246	1.84140066549283	2.99714659701605e-14	1.98683594176762	2.96839272146369e-21	3.82823660726045
"UBE2E2"	1.47696084776246	1.84140066549283	2.99714659701605e-14	1.98683594176762	2.96839272146369e-21	3.82823660726045
"ALG8"	1.47657454349006	1.22186657517961	8.97375317656529e-20	1.7146358546935	1.3543976461504e-35	2.93650242987311
"DCTN1"	1.47279061959722	-2.59544246505961	2.27338479099717e-31	-1.87915394579921	3.61660602631497e-26	-4.47459641085882
"SLC31A1"	1.47261258121909	2.19823714402255	2.34782151809783e-13	3.11533755033506	2.36729599157054e-23	5.31357469435761
"DYRK1B"	1.47056390529316	-1.21115395520907	1.2875002410078e-05	-3.52211646389858	9.78515753222571e-27	-4.73327041910765
"MCU"	1.47056374091382	1.05446560460436	1.61792063776872e-06	3.20824034741153	1.64801534878187e-33	4.26270595201589
"SIN3B"	1.47048917153048	-1.81181301132837	4.7463980110737e-20	-2.48698398533675	1.76516053022432e-31	-4.29879699666512
"GRAMD2B"	1.46891812072712	4.45165280272644	4.01551089189791e-42	3.02918399308715	1.95717059671842e-34	7.48083679581359
"GRAMD3"	1.46891812072712	4.45165280272644	4.01551089189791e-42	3.02918399308715	1.95717059671842e-34	7.48083679581359
"UBALD2"	1.46883313001948	-1.33160690682808	7.29326194804852e-05	-3.48602475347553	2.75427792057046e-06	-4.81763166030361
"DNAJB6"	1.46417978686097	0.893395818669599	0.000223446109575533	2.25429879145065	1.30201569704258e-18	3.14769461012025
"TMTC3"	1.46372467096794	2.80646438769443	9.53073105404806e-17	1.11978643281093	6.37788638760585e-07	3.92625082050536
"PFDN4"	1.46094454253733	-1.81040626251484	9.46672109094144e-09	-3.51344764033234	5.76076195783302e-26	-5.32385390284718
"AABR07005775.1"	1.46094151932004	-4.52364298028937	1.79457269226918e-29	-2.53302271570629	3.75736438145393e-18	-7.05666569599566
"ATP2A1"	1.46094151932004	-4.52364298028937	1.79457269226918e-29	-2.53302271570629	3.75736438145393e-18	-7.05666569599566
"CNOT7"	1.45620140750241	2.38081150846366	7.91464483276457e-08	0.956680377911496	0.00928919475726611	3.33749188637516
"ZWINT"	1.45077456196482	-1.51789572783312	6.10572248908077e-08	-2.5999204520353	1.8388458745209e-19	-4.11781617986841
"HACD3"	1.45011230150527	1.62930902941351	2.54255813341425e-10	2.37266946100145	5.11300466915748e-20	4.00197849041496
"VPS39"	1.44836893668583	1.19698750095484	1.69926037224079e-08	1.80167150834395	4.86151159162128e-20	2.9986590092988
"NOTCH2"	1.44790445300575	2.00667893506519	2.23142509769782e-09	2.89816437883967	2.92756411748302e-18	4.90484331390486
"YIPF4"	1.44782215227929	-2.06422174859477	6.00900546288845e-26	-2.07033583578151	6.06880985132245e-30	-4.13455758437628
"NEWGENE_1308171"	1.44725301174283	-6.13601305379327	5.62130576077492e-27	-3.41862896561392	7.79493852319627e-16	-9.55464201940719
"ZRANB2"	1.4465382558792	-1.82941138063135	1.0590423291988e-09	-2.27348393235923	1.35805105558774e-15	-4.10289531299058
"CSRP3"	1.44600374167397	-2.34559605992899	1.48152084648227e-06	-1.6331447430599	9.04277453009505e-05	-3.97874080298889
"RGD1309540"	1.44564139407426	-1.49424282595263	9.58205072171688e-14	-1.94532944277513	1.88309238999217e-22	-3.43957226872777
"MFAP5"	1.44551149945228	5.82193784993369	2.9489575884605e-28	6.65359363013501	2.1190727834487e-36	12.4755314800687
"UNC50"	1.44469328174355	-1.25938940347017	0.000557246413799757	-1.75574207973876	1.24829549911282e-07	-3.01513148320893
"PGS1"	1.43345569825873	-1.69413053368187	2.50368411280483e-13	-2.91110561843399	4.20247868848732e-32	-4.60523615211586
"YEATS4"	1.43249698330556	-1.59323472229546	4.37145700641948e-24	-2.3339402350072	2.17381465935719e-42	-3.92717495730266
"DNAJC9"	1.43055638783399	-1.3317485470655	4.96882110508117e-13	-3.57798936168293	1.08327424154116e-42	-4.90973790874843
"RAPGEF2"	1.4255743809169	-2.00969675297106	2.37443354297902e-26	-1.79159914771866	2.51933927831497e-30	-3.80129590068973
"HACD2"	1.42420051378203	1.50084544466453	4.55556438051412e-06	1.60561180068157	3.06015585103897e-09	3.10645724534611
"DCBLD2"	1.42074083692627	1.99300719017933	1.88004232192505e-09	3.17134006915221	3.44262077208093e-23	5.16434725933155
"AC009690.1"	1.41902172548391	-5.58733967264954	4.39757742432668e-47	-4.32236511140617	2.69891049934867e-43	-9.90970478405571
"NDRG4"	1.41764300677413	-3.08010485445666	1.00589329047736e-20	-2.5505251196639	1.62817128001292e-19	-5.63062997412056
"GSK3B"	1.41754856165215	1.03166240759848	0.00272255091534725	2.10993054643238	2.09765251310019e-12	3.14159295403086
"SEC63"	1.41540601442934	2.17745788998353	2.26041702704045e-07	3.01577720629715	5.93815236502573e-14	5.19323509628068
"KLHL31"	1.41448653629187	-1.06537020640982	0.0364719720505122	-2.20111480936655	6.06431938957696e-15	-3.26648501577637
"CCDC107"	1.4137684560694	-1.36027527856777	2.849988015808e-09	-2.09836931490773	4.34351043619214e-22	-3.45864459347551
