"AveExpr"	"LogFC_MouseC2C12"	"FDR_MouseC2C12"	"LogFC_RatL6"	"FDR_RatL6"	"LogFC_mean"
"FADD"	0.27486525593059	1.99886154260986	9.66332704870062e-20	1.21997967338478	1.51507486499481e-12	3.21884121599464
"CCDC126"	0.27226091508346	-1.2653283344253	1.12879349239719e-07	-2.63704656621464	2.9121477356321e-26	-3.90237490063994
"PCDH19"	0.271831983168367	-2.69817125571092	1.94912588845261e-18	-1.88188842472518	2.42838277236894e-16	-4.5800596804361
"BACE1"	0.270573318993079	0.789551031777396	4.43322975579427e-06	3.20185766532301	1.42484818611269e-40	3.9914086971004
"YY1AP1"	0.269877742083318	1.84167497901056	3.31927421145881e-29	3.34376562741097	3.02477130670337e-51	5.18544060642153
"CHRD"	0.269187722994965	-1.29495376389882	6.68157262770168e-09	-2.50575206918669	1.69260055230362e-24	-3.8007058330855
"TP53INP1"	0.268875161513538	0.810742616551448	2.66872124456605e-05	3.28687107626261	2.98163275812492e-36	4.09761369281405
"TRP53INP1"	0.268875161513538	0.810742616551448	2.66872124456605e-05	3.28687107626261	2.98163275812492e-36	4.09761369281405
"RELT"	0.268256649884521	-1.49195788580523	3.10715172682223e-11	-2.20402876257091	1.67764393793333e-24	-3.69598664837614
"PDGFRA"	0.268038910901002	2.12744151968482	1.78610918917974e-08	2.4805579800156	1.22374843584931e-12	4.60799949970043
"TWIST1"	0.266980204414877	3.87219277433191	1.09294460659647e-29	0.795774294280853	0.000117211159543026	4.66796706861276
"IFT22"	0.266625254416861	1.4318271746301	2.33131911243115e-07	1.64530319520276	1.1468509702954e-12	3.07713036983286
"ERCC2"	0.266495829946474	1.78003806079222	4.35976063091282e-22	1.74556349488003	1.5664052653465e-24	3.52560155567226
"DSTYK"	0.263750838616584	-1.71426729079795	3.74302234327343e-18	-1.43232318747379	6.40643643552062e-20	-3.14659047827174
"SMG1"	0.262722946521365	2.62515031609226	2.13037923811801e-09	3.18192151129066	1.16032807228005e-14	5.80707182738292
"CDH2"	0.262032051316283	1.86949708453384	1.58116387779147e-12	6.36440884599893	4.57819409695931e-48	8.23390593053278
"ALKBH7"	0.261677642236333	-1.79101140428995	1.0468336922205e-18	-1.6029674543092	3.93540362755872e-22	-3.39397885859916
"LRRC45"	0.26022490123558	-1.35893875998677	3.40278784285151e-18	-2.72377426554744	2.9627628413689e-44	-4.08271302553421
"TEF"	0.25944419778422	-2.56205139028558	2.10279127343926e-16	-1.60192679937983	1.57996477532274e-10	-4.16397818966541
"MEGF9"	0.255036105073896	1.5719550071239	3.08391284454913e-10	1.79629905796518	5.45845155809525e-17	3.36825406508908
"IGIP"	0.25486872924501	-2.33776492428561	2.68837091964705e-13	-1.5759031668846	1.62595736753421e-12	-3.9136680911702
"CRTC3"	0.254505889281282	1.00722078800227	0.000175566641366922	2.56034017178721	1.54070094932002e-21	3.56756095978947
"LGR4"	0.252318358149261	1.48542710628792	3.31683682021145e-06	1.34724656844748	9.29470873836089e-08	2.8326736747354
"SEMA7A"	0.250504420904502	1.27987092662313	0.000344349516858113	5.13374187449971	1.98321155472136e-09	6.41361280112284
"FUT11"	0.250014520940515	1.21239220913923	6.52673124631138e-10	2.16688142063583	4.56608791709744e-27	3.37927362977507
"CCDC3"	0.249974140613031	3.38926683583553	1.43898185089259e-28	5.4163386812932	1.20360840412924e-48	8.80560551712873
"SLC18B1"	0.248366383436248	-2.11475719013816	2.92973828939966e-12	-2.79379403686026	2.4527290172007e-23	-4.90855122699842
"KIFC1"	0.246607670203315	-0.939067571657951	6.60966915835816e-05	-2.39000558572731	9.47095162428464e-21	-3.32907315738526
"CYBRD1"	0.243640608949696	7.09929423377032	2.92975042891874e-49	6.97212649070481	4.85309964474254e-57	14.0714207244751
"GM49366"	0.233921245686858	3.93573678331087	3.00589909310237e-43	0.840314621227083	5.27769800413263e-14	4.77605140453795
"EPN1"	0.233037650181138	-3.36276158845112	1.4264827166788e-20	-1.38526976675961	1.28679771546368e-07	-4.74803135521073
"GSTM7"	0.232584232492918	3.53141154642645	4.2901940787967e-37	1.65764141765532	1.500025725462e-23	5.18905296408176
"DCP1A"	0.232190997434653	2.03318285736139	3.61023851852563e-27	2.38529193711973	3.64068673161154e-35	4.41847479448111
"TXNDC11"	0.230697019744321	1.8996033628067	9.96518987994929e-17	1.19245434618435	7.09433587196562e-13	3.09205770899105
"ATP2B4"	0.228780457594609	3.28420919187277	3.40997778009951e-13	2.13643246460377	3.32747751084553e-10	5.42064165647653
"AABR07059663.1"	0.226930410920755	1.70287010596023	9.40244741581741e-10	2.54491154380324	3.27023342075465e-22	4.24778164976347
"SAMD9L"	0.226930410920755	1.70287010596023	9.40244741581741e-10	2.54491154380324	3.27023342075465e-22	4.24778164976347
"SYT11"	0.226825574904432	1.87567976358768	1.67675307505133e-16	2.57350074704122	1.15204114446247e-27	4.4491805106289
"SLC35E4"	0.223472018234679	-2.04689512533437	2.52123604194863e-25	-2.64389371589573	6.69984075606988e-37	-4.6907888412301
"DKK3"	0.222474502368713	2.90361260999912	8.35666414324167e-23	4.45048422409831	2.90108192698872e-39	7.35409683409744
"VEZT"	0.21861711620445	2.16916166961966	4.537143518541e-25	1.23797297273513	5.39039983242733e-18	3.40713464235479
"FAM172A"	0.217929963407328	1.70101782372598	2.95455861561102e-10	1.95531995230626	1.31859754922368e-16	3.65633777603224
"C2CD3"	0.217151167204459	1.66119144661041	5.98839649949294e-07	2.6558321613268	0.000109606752499379	4.31702360793721
"CCL2"	0.211685049641756	4.70580745042802	3.34187165060541e-22	5.90239713621745	2.67253542785267e-32	10.6082045866455
"AKAP12"	0.206155446958225	3.35060082616903	2.86945639631553e-23	2.86998563506347	7.75213195675088e-23	6.2205864612325
"AABR07007032.1"	0.201671550674876	1.72399183533234	2.44263625923696e-14	3.30217653299725	3.40526940008155e-32	5.02616836832959
"ABLIM1"	0.201671550674876	1.72399183533234	2.44263625923696e-14	3.30217653299725	3.40526940008155e-32	5.02616836832959
"AABR07026271.1"	0.199028848982061	2.77794517469653	1.61600904149147e-15	1.7074050019727	1.13673500129999e-09	4.48535017666922
"AABR07035357.1"	0.199028848982061	2.77794517469653	1.61600904149147e-15	1.7074050019727	1.13673500129999e-09	4.48535017666922
"USP12"	0.199028848982061	2.77794517469653	1.61600904149147e-15	1.7074050019727	1.13673500129999e-09	4.48535017666922
"ATP1A2"	0.193790767614009	1.11000766202472	0.000720981224099966	3.54945194331896	4.71573270835303e-22	4.65945960534368
"NEDD1"	0.191576784918543	1.03055781796252	2.08251513155278e-09	2.16297696570731	8.39015488345247e-28	3.19353478366983
"PIK3R1"	0.189777507452806	1.19679409704803	4.97776342589345e-05	2.07941223309231	3.75910484282957e-13	3.27620633014034
"PTTG1"	0.186784004538634	-2.3576685529652	1.3233676541716e-13	-4.20214871088363	7.09640972418506e-31	-6.55981726384883
"MRM2"	0.18648865440292	1.56694033036268	7.91643072659821e-18	1.38489818308123	7.45355239730576e-21	2.95183851344391
"MVB12B"	0.186470317508605	-1.40850501930119	1.99150506024104e-07	-1.63256653835693	6.38746215817456e-13	-3.04107155765812
"ALDH1A1"	0.185071824633208	6.58209543962229	2.77201772653541e-33	4.49136593977936	2.70449844869164e-26	11.0734613794017
"OLFM1"	0.184077838977914	-2.54219613206489	5.61152419598485e-18	-3.65422285579694	3.4659028182345e-30	-6.19641898786184
"GDF15"	0.183570100123237	0.720791216785221	0.0328308905076265	3.40906194861782	3.01498238877889e-20	4.12985316540304
"TAF15"	0.182590766456442	2.70378246797349	1.48760526179836e-12	2.44421264101117	3.84387066760374e-13	5.14799510898466
"MAP3K2"	0.181882425250092	1.97453356937639	1.20084197989903e-05	3.49847803510658	0.000229404703737636	5.47301160448297
"RGL1"	0.181005341220952	2.26997427782797	3.71770192301107e-15	0.965696596481944	1.34189993619618e-05	3.23567087430991
"RENBP"	0.180883000010953	-3.73736723729676	1.32877226033346e-34	-2.81690188827383	2.50070745550006e-30	-6.55426912557059
"RGD1564541"	0.180354758034214	-1.47384527735062	8.89296255022011e-06	-1.6578236633458	5.35688131844352e-08	-3.13166894069643
"SERPING1"	0.175921407999727	2.30841770558329	1.16505263536646e-10	5.33211320637003	3.6105238719972e-32	7.64053091195332
"DYSF"	0.174463324443565	0.634217842658541	0.0143619387727751	3.81001740500215	1.27654735805526e-32	4.44423524766069
"FAM76B"	0.173999839610624	-1.27141299325377	8.84866867589996e-11	-1.77782874383831	8.4303850667036e-20	-3.04924173709207
"HUS1"	0.167831624500131	1.54614728480279	1.79725468467321e-12	2.13018059972028	4.95251258486627e-22	3.67632788452307
"AABR07029661.1"	0.167266768915627	2.13743210228772	9.68544859626499e-11	0.955058683047617	1.87704844817166e-10	3.09249078533534
"FAXDC2"	0.167266768915627	2.13743210228772	9.68544859626499e-11	0.955058683047617	1.87704844817166e-10	3.09249078533534
"GM12248"	0.167266768915627	2.13743210228772	9.68544859626499e-11	0.955058683047617	1.87704844817166e-10	3.09249078533534
"ACBD6"	0.166601304741219	-1.67552642179955	4.13077444158842e-13	-1.57462265697275	4.99737344510309e-14	-3.25014907877231
"TMEM107"	0.165990021013469	-0.956901625303744	7.10040859155419e-06	-2.3267148353073	2.59903192502423e-25	-3.28361646061104
"DNAJC1"	0.165448391431921	2.36361034341906	6.93793843533097e-19	1.36618099703909	8.14370864769439e-11	3.72979134045815
"ALDH6A1"	0.158097498771321	-2.00902077108098	2.90422673667579e-19	-1.04499563278104	1.65182610983052e-11	-3.05401640386202
"LARP6"	0.155966646166399	2.75698409245159	5.72631722594345e-15	2.88551870441906	1.869234377568e-21	5.64250279687065
"PECR"	0.155744296756137	-1.38032800611686	7.07776845548806e-08	-1.78554235799502	1.11417247653516e-15	-3.16587036411189
"PRPF40B"	0.149890922658094	-1.89384177199957	1.65951922506025e-33	-1.78373804160391	1.52402253742958e-39	-3.67757981360348
"DACT1"	0.149543122231066	3.0013631651669	6.03449694608601e-12	3.79451044894369	4.01815273054436e-21	6.79587361411059
"MFSD10"	0.147988509218163	1.52313127146616	1.04571042331168e-10	2.40303106887693	2.81904408908089e-25	3.9261623403431
"ROBO1"	0.147689310141438	3.84392861502759	2.35347956477788e-26	3.92418753460558	3.41870987925632e-30	7.76811614963317
"TRIM68"	0.14653143429246	1.54963428092563	1.18707848685921e-11	1.51113012062732	2.93471846023946e-15	3.06076440155295
"ARL6"	0.145554561648143	-1.25432045586085	4.70232655376039e-06	-1.97561883871646	9.25764626257579e-14	-3.22993929457732
"COIL"	0.144619932072501	2.5177721825348	1.66962469457045e-17	3.77909335493331	9.02366527321666e-12	6.2968655374681
"POLD1"	0.144417595195012	-1.24336034089866	3.65227711991461e-12	-2.43503326259748	3.60642158366467e-31	-3.67839360349614
"AC138894.1"	0.144131771980717	1.87312585282051	8.46078069332545e-10	1.66472819632613	4.9447816520541e-10	3.53785404914665
"CNKSR3"	0.143935639779909	-3.83106726157297	3.09128478539455e-35	-1.98259379450539	2.33372343548921e-24	-5.81366105607836
"GOLM1"	0.138812843163923	2.30052557021138	1.35429448685663e-21	5.13901773588287	9.66289906428399e-49	7.43954330609425
"USP46"	0.136904355939116	1.26429696314211	6.11334648739265e-19	1.69455488231334	3.4493088460757e-33	2.95885184545545
"DZIP1L"	0.136058447725134	-1.0323140676775	1.28759513748899e-12	-3.04165481107682	3.98475797598039e-47	-4.07396887875432
"GTSE1"	0.135722750782268	-1.42341573992038	2.22131545126103e-12	-2.82404489954534	5.91776042586074e-31	-4.24746063946572
"DDX52"	0.130325874080463	1.07084399655207	1.27372698774079e-05	2.25604394618995	1.27907071707088e-18	3.32688794274201
"AHR"	0.129241477854038	2.8082446821715	7.28373925209891e-12	3.55512455561882	4.04617980363511e-19	6.36336923779032
"PBK"	0.128252301414493	-1.10307700566834	3.09584638168731e-05	-1.94013371695597	5.49772467089452e-16	-3.04321072262431
"RGD1566265"	0.127721328873067	1.475611882859	4.845556491999e-12	1.87968306190245	4.08710308491889e-22	3.35529494476145
"PCGF2"	0.124759643570814	2.21934809262396	8.8652794365072e-25	2.21112996965488	1.65393747276203e-28	4.43047806227884
"RBBP6"	0.12445465848601	1.93850278156573	8.66764187169938e-12	1.50536662833058	5.13224694183093e-10	3.44386940989631
"AC017083.3"	0.121374345037089	-2.52867358230739	8.39593490040128e-11	-1.46752732998397	4.61214533821283e-06	-3.99620091229136
"IL13RA1"	0.119923573294073	2.2123968572665	1.11035653392041e-11	3.8078770093652	1.27559795997023e-26	6.02027386663171
"WDFY3"	0.11968061433783	0.813199279682975	0.000495420984847148	2.92488059214606	2.2094939657595e-27	3.73807987182904
"ABCA7"	0.118528810523826	-2.20893563775238	5.06881724646887e-28	-1.79524325388271	6.55584029749922e-29	-4.00417889163509
"PCOLCE2"	0.114655883770442	-2.18667332567592	4.37622868033253e-17	-1.08422411022603	1.35891254140224e-09	-3.27089743590194
"AABR07069219.1"	0.112528932419938	2.10696525662783	4.6936206034456e-21	2.56845433329317	2.89521952804788e-32	4.67541958992099
"ENDOD1"	0.112528932419938	2.10696525662783	4.6936206034456e-21	2.56845433329317	2.89521952804788e-32	4.67541958992099
"IRF2"	0.111929015346042	1.4883584124885	3.14121967354435e-11	2.78451346808868	7.6677467014239e-30	4.27287188057719
"NPEPO"	0.10390764581189	-2.30835923744659	5.47212126245415e-07	-1.92371545074109	0.0361766887628357	-4.23207468818768
"AABR07030861.1"	0.103686807589684	-1.91652272895486	1.62321870857844e-27	-1.85132328197908	7.72900749845924e-30	-3.76784601093395
"TMC6"	0.103686807589684	-1.91652272895486	1.62321870857844e-27	-1.85132328197908	7.72900749845924e-30	-3.76784601093395
"LRRN1"	0.100981578027282	3.53115641702532	1.31495793096127e-15	4.44339876595873	2.05449962722051e-23	7.97455518298405
"PAWR"	0.0995938550898962	4.06822891816344	2.0973223690998e-29	0.996715810593216	7.27207848257771e-06	5.06494472875666
"ERCC5"	0.0982921888494136	1.97465807929445	5.60172973555996e-22	1.42858416576847	1.23471330666766e-17	3.40324224506292
"ACOT3"	0.0977259738211342	3.87930220886441	5.17116362825261e-48	0.840314621227083	2.07160474883939e-14	4.7196168300915
"ACP6"	0.0972010431078999	-2.14714259139817	2.66823292619008e-38	-1.35332120174157	1.36856701271923e-28	-3.50046379313974
"ADM"	0.0966435193587791	2.91028985572652	3.60887124487304e-20	3.73143523905315	1.78445095943197e-30	6.64172509477967
"BC024978"	0.0964940841292931	2.56876470540876	3.50704745985146e-20	1.16093547115215	2.80087274821281e-10	3.72970017656091
"RGD1560854"	0.0964940841292931	2.56876470540876	3.50704745985146e-20	1.16093547115215	2.80087274821281e-10	3.72970017656091
"MED9"	0.0951593361097389	-1.72195639634808	2.48890179734804e-21	-1.83588730978013	6.11196684841276e-29	-3.55784370612821
"RARRES2"	0.0898109596394392	2.8370671177398	3.94547609681347e-18	3.33493501678552	1.65821118513007e-25	6.17200213452533
"TAB1"	0.0896020991188075	-1.91036032623613	3.26190093076433e-31	-1.61779063662544	5.29725563452246e-34	-3.52815096286157
"PCF11"	0.0892670601168765	1.63972992003728	7.12763033847356e-12	1.57438046777835	4.43640107893174e-13	3.21411038781563
"PHIP"	0.0877622913936081	1.33905073936562	3.68632600341927e-06	2.43730753562762	3.75038637046269e-19	3.77635827499324
"ZFP180"	0.0872610193552927	-0.773673270711096	2.36439560908035e-06	-2.79329895033838	5.2828349476361e-38	-3.56697222104948
"ZNF180"	0.0872610193552927	-0.773673270711096	2.36439560908035e-06	-2.79329895033838	5.2828349476361e-38	-3.56697222104948
"SMIM8"	0.0815997429141149	-2.42732918947088	2.1027439945621e-22	-1.86704857535118	2.40277322789334e-22	-4.29437776482206
"EML2"	0.0796151548440854	-1.85472786295459	6.43232269979946e-18	-1.90506636954898	1.23692423569687e-24	-3.75979423250357
"AP4S1"	0.0779381334884327	-1.79734860458199	7.71804900256547e-12	-2.29861572369279	7.3751781004112e-19	-4.09596432827478
"COL4A5"	0.0770670528920456	-0.760694002294322	0.00419605614676425	-2.77280162177417	4.71583232088562e-21	-3.53349562406849
"DCP1B"	0.0770327077832024	2.80467223314227	1.38199985509511e-28	1.45287085017491	8.57659271145022e-19	4.25754308331718
"SCARA5"	0.0769650589683538	-1.19793939878748	0.000202134678853295	-3.66700287485021	6.22853718226521e-26	-4.86494227363769
"MTR"	0.0683389959173064	1.45399561034395	2.25384192876576e-11	1.57083271518002	1.93660634421492e-17	3.02482832552397
"TSC22D4"	0.0662162206065789	-1.85908266934933	3.76105628807365e-13	-1.31565717369476	7.3667602225678e-10	-3.17473984304409
"COX19"	0.0660034334163971	-3.29568550214396	1.19493644304387e-22	-1.29542747804729	1.25570792058978e-09	-4.59111298019125
"DUS3L"	0.0654583769099072	-2.20210605688471	1.70139183644316e-31	-1.4743250786402	1.05802891596485e-27	-3.67643113552491
"TERF1"	0.0652009756866223	2.88708366840199	2.45054535582038e-23	1.47087948262954	5.50251364505017e-12	4.35796315103153
"TNFAIP6"	0.064616031349721	5.49883978347832	9.27353284837869e-39	1.95539566049526	4.853067645858e-15	7.45423544397358
"TRIM3"	0.0640225564897381	-2.12467097097703	9.24773003478091e-28	-1.35433201680783	6.72409397639289e-23	-3.47900298778487
"ID2"	0.0627601893098173	1.74485060563195	1.94747612955801e-10	1.73328112158238	1.93838610908027e-12	3.47813172721433
"CARS2"	0.0625716188018691	1.6593886707917	3.2158925912939e-08	1.3241588404437	2.50093391063801e-08	2.98354751123539
"PSTK"	0.0615937126485172	-2.00455948530373	5.52523938628044e-17	-1.94904021869173	2.15996448524244e-19	-3.95359970399546
"AL049844.3"	0.0574569578650489	-3.76855054679978	4.87384718951962e-25	-4.92068883667119	6.68960977201028e-37	-8.68923938347097
"NUBPL"	0.0573426125838836	-2.40576000134279	8.09037683456004e-21	-1.2417435458922	9.49060296472107e-13	-3.64750354723499
"RIPK3"	0.0573203105404262	-0.537323508227287	1.57389612610964e-05	-4.31205939351758	5.95586155184063e-60	-4.84938290174487
"FRMPD1"	0.0520756549400605	-2.53978797530799	1.72830776389434e-20	-2.23982069534089	1.01123765131471e-23	-4.77960867064888
"RGD1562218"	0.0512680583214006	-2.51362825572729	3.27194009350734e-10	-1.08806323707953	0.000146798733696412	-3.60169149280682
"B3GALNT1"	0.0489959851807306	-0.843375495491628	0.000779369518633752	-2.4504030960366	1.38483008959372e-19	-3.29377859152822
"OCEL1"	0.0473976868070981	-1.76833775870512	1.16654536812087e-12	-2.69256074502339	6.50079379184793e-25	-4.46089850372851
"ZKSCAN1"	0.0432238522701515	1.10337076089998	5.30661831815244e-07	2.00450984837098	3.69372416259328e-18	3.10788060927096
"TROVE2"	0.0380498176024374	0.821765827702557	0.00121698024020833	2.85067277580459	5.96609899498227e-23	3.67243860350715
"HDAC8"	0.0353578074668357	1.98596210940656	2.20281581014787e-15	2.18321786532584	2.10529891649361e-22	4.16917997473241
"ENHO"	0.0320978859057514	-2.73243733678932	3.93970951011297e-23	-2.41589286548378	1.19162201642801e-26	-5.14833020227309
"TST"	0.0316881883053128	1.38361944474774	1.32247179861552e-12	2.59840640783686	1.01898385444448e-30	3.98202585258461
"DDB2"	0.0316127463438756	1.92665694588851	1.22126137477211e-25	2.42880524412874	1.16490290957101e-38	4.35546219001725
"DTX3L"	0.0302878541248133	1.08091056498796	4.90661851286879e-07	2.10870933264201	3.22446105969937e-22	3.18961989762998
"RCL1"	0.0285718622848176	-1.98383674365096	4.77054984219269e-12	-3.87271921374016	7.20897164459877e-31	-5.85655595739112
"CREB1"	0.0284268481305829	2.02374587644324	6.90643883558581e-11	3.2507759280429	2.17063327260474e-23	5.27452180448614
"ZFP532"	0.0273547104348953	2.88342531938782	7.06339190594295e-43	2.90651618864138	7.06230648597626e-48	5.7899415080292
"ZNF532"	0.0273547104348953	2.88342531938782	7.06339190594295e-43	2.90651618864138	7.06230648597626e-48	5.7899415080292
"GINS4"	0.0264307866878881	-3.37762283265343	5.70218981249799e-37	-3.32560771593052	1.63010689219688e-44	-6.70323054858395
"GAB2"	0.0259819576517747	1.64694516130771	2.20167015623755e-12	3.0377251454757	8.35078456032284e-30	4.6846703067834
"LRRC75A"	0.0240913696842356	-2.35986217177923	1.88768607728112e-22	-2.54166737591898	2.78838443147407e-31	-4.90152954769821
"SPC24"	0.0232991368698997	-0.963680245747469	8.01597749232497e-07	-2.71628218407959	3.90119393632538e-31	-3.67996242982706
"GCHFR"	0.0227112272780374	-3.09082515085239	1.4217623053432e-26	-1.80270043262223	9.4816116559503e-20	-4.89352558347463
"AABR07030520.1"	0.0224874175084908	4.29433660691671	4.41615636562021e-32	0.925967574781898	2.8349473503499e-15	5.2203041816986
"ATRX"	0.0195274196705359	1.913894013997	1.32137453430444e-08	1.69474875344538	9.09770025928851e-09	3.60864276744237
"LRRN4CL"	0.0190237999122944	1.89054877788569	2.98282274769482e-14	1.39733567795795	1.83056932336517e-13	3.28788445584364
"AC093155.3"	0.0153846561799247	-2.6604644122545	2.91281010807423e-18	-3.21686207517114	7.4422256839005e-26	-5.87732648742564
"CLEC2D"	0.014062984090407	3.49697367576663	2.27787674526014e-16	1.7154983995505	5.29135448246247e-09	5.21247207531713
"C2CD5"	0.0138785318091428	1.63000129618847	7.54109038475763e-11	1.7310106221432	2.29565303757722e-16	3.36101191833167
"DEDD"	0.0130080127705712	1.30147358458043	1.98174226649137e-13	3.04683829397469	5.6866467809966e-39	4.34831187855512
"TTL"	0.0126238097867177	1.82975567109832	2.26112869415958e-14	2.39151532376847	2.0145500650525e-23	4.22127099486679
"ATG14"	0.0114970175474808	1.89621187447357	1.37534198340373e-09	2.30885752230264	4.99094360294516e-15	4.20506939677621
"SLC16A2"	0.010270688903729	2.08875493837851	3.61929197033285e-26	3.33392922523735	9.23600984075637e-45	5.42268416361586
"CHST3"	0.00961352153082278	1.39308774173442	1.10164362283931e-05	1.79417587836422	1.61761283286655e-09	3.18726362009864
"MDK"	0.00875502241610387	2.0851462319761	9.42515351004101e-12	1.57888922169051	1.22514667967661e-09	3.66403545366662
"ASB1"	0.00840168715534154	1.00043579217426	5.8608321964026e-07	2.51349678509043	2.03193478907775e-29	3.51393257726469
"ELL2"	0.00539452746637329	2.53693410819006	1.51967747358023e-17	2.24520678298267	2.12771931670795e-17	4.78214089117273
"ADAMTS1"	0.00326626265333877	2.71566265127387	5.60053713951394e-09	4.47440609654598	1.37879728057115e-20	7.19006874781985
"MME"	-0.000384581971790923	5.10585700828591	1.22523571745795e-34	4.49080582924841	5.28624671493734e-35	9.59666283753432
"FGGY"	-0.00250149346471821	-2.2839868471686	2.37578379895713e-15	-1.29527650865056	1.56874955317733e-08	-3.57926335581916
"PLEKHA1"	-0.00350240161938494	1.88218178018534	3.28190207599578e-09	2.27031569161337	5.54544718380946e-14	4.15249747179872
"HIST2H2BE"	-0.00396183970444062	2.72171701612207	2.13881582917037e-13	1.16419506471433	6.03860188482684e-05	3.8859120808364
"EMILIN2"	-0.00399417910102817	-1.8295726224118	1.50887677736493e-23	-1.70817979473122	6.80337054358932e-28	-3.53775241714301
"MAN1A2"	-0.00782410824304143	1.72582775196992	4.37514183332818e-06	1.30121182613577	5.96316286795249e-05	3.02703957810569
"SLC2A3"	-0.00812053384387129	3.06410687992915	1.77559418569318e-20	2.34880381103873	1.48461478397342e-17	5.41291069096788
"BOD1L"	-0.00849452017709768	1.15996569976232	2.77170527813027e-05	1.76122868238276	1.6829033484877e-11	2.92119438214508
"BOD1L1"	-0.00849452017709768	1.15996569976232	2.77170527813027e-05	1.76122868238276	1.6829033484877e-11	2.92119438214508
"S100A3"	-0.00852258335720053	-1.98274647920871	4.84773138029632e-14	-1.32059516276232	1.03865175646653e-09	-3.30334164197103
"EYA1"	-0.00961467354750999	-1.4380530060544	6.2231482821658e-05	-2.40176295838746	3.06740527564981e-12	-3.83981596444186
"FRA10AC1"	-0.0106796172233991	-2.07246880571072	3.10645785366692e-15	-2.55049571219904	6.35443543762595e-25	-4.62296451790976
"SUCO"	-0.0107550612344882	0.950349329314612	0.000444194378791007	2.82801690736758	1.15238927539935e-23	3.7783662366822
"PRRG1"	-0.0121060197657745	2.54815997135426	1.13233533483303e-14	2.17989563080881	6.29229171001615e-19	4.72805560216307
"LIMCH1"	-0.0127158449603118	2.06493789342503	1.16588537639912e-10	2.48496725663034	2.58982366149093e-16	4.54990515005538
"PDXDC1"	-0.023579506708963	1.73966650998148	1.00142313148394e-05	2.40849756603534	5.86334096916543e-11	4.14816407601682
"CD200"	-0.0242625238731221	-2.87927341978854	7.41967528412733e-12	-3.2606153705711	1.1463172810246e-16	-6.13988879035964
"LPL"	-0.0282909916817805	-3.25072262230803	2.51491074497885e-14	-4.81063010108827	1.09044458779063e-26	-8.0613527233963
"KATNAL1"	-0.0288213081467537	1.48393284086694	1.31732398322429e-08	1.90387422617908	6.09162959849973e-19	3.38780706704602
"CHD9"	-0.0326668158757575	1.31813121685065	8.66762517902149e-09	2.01778833192202	5.47030035112441e-21	3.33591954877267
"GM28043"	-0.033514739741779	-2.98575227233137	9.26906257782642e-33	-1.9236636829521	2.76060470290406e-24	-4.90941595528348
"ANAPC10"	-0.0347417385869249	-3.25364690934031	9.14600493725833e-34	-1.28200564921508	4.59913255457013e-17	-4.53565255855539
"GSTCD"	-0.0354576616114417	-1.90047257991175	1.47233670215725e-14	-1.87398196202176	1.4113981024385e-19	-3.77445454193351
"MAGEE1"	-0.0365167311990377	-1.26916598263738	6.6923401758972e-07	-2.28972908679192	4.31710127101038e-20	-3.55889506942929
"DTWD1"	-0.0398411693578823	-2.07638247982217	1.63052981461701e-16	-1.27514715138794	2.44718229141582e-12	-3.35152963121011
"FGF2"	-0.0409382919203301	4.45056546984877	5.63487840715503e-28	4.40987436322155	9.401793312178e-32	8.86043983307031
"CAB39L"	-0.0460465698952867	-1.73164504503345	5.98172670473335e-15	-1.79582857312865	1.47185426441441e-18	-3.5274736181621
"RNF38"	-0.0488861451031941	1.97390832707298	2.40212914807023e-22	2.98565833191752	2.90959503442973e-38	4.9595666589905
"ELN"	-0.0519093604640892	1.85813806843069	3.56906134696977e-14	2.0556819660094	4.26558784810251e-19	3.91382003444009
"ANKRD24"	-0.0530859720542241	-1.03292226382605	2.28881935416031e-13	-2.45403593326847	8.45300781718731e-42	-3.48695819709452
"TAF11"	-0.0536698609462406	-1.72751566245473	1.60111138140275e-18	-2.60017951377971	4.0092666941468e-33	-4.32769517623445
"BAZ2B"	-0.0541851037949061	1.50376237010062	2.17811731469824e-07	1.35012327600817	4.19878761765924e-09	2.85388564610878
"GPR153"	-0.0549314304384908	1.39045160087245	9.72408554171881e-10	2.79981534045736	5.81371454104408e-30	4.1902669413298
"ZYG11B"	-0.0569228277759925	1.0132121095496	6.15750073666137e-06	4.30175042079338	1.82764799260452e-41	5.31496253034298
"COX7A1"	-0.0575008867404634	2.68828759657675	1.31956696989053e-11	2.45707144473158	2.44376426791227e-12	5.14535904130832
"ACOT2"	-0.059106218059535	2.36865707435387	1.10186516296043e-38	2.25822200659776	1.07563490613877e-41	4.62687908095163
"URB1"	-0.0603083985390201	1.50872050079639	3.44867539616747e-23	1.46976601923729	2.46115393596594e-29	2.97848652003368
"DTX2"	-0.0623604464095049	-1.77303090556307	2.34105018728031e-14	-1.20128192101546	3.47508400483151e-10	-2.97431282657854
"SLC24A3"	-0.0643754996507279	-1.86794264963735	4.46928729219929e-13	-1.8971493637909	2.2399219363211e-18	-3.76509201342826
"SMC4"	-0.0661035262709188	-3.02803140102223	8.54276329470016e-18	-2.17019345517776	7.50417315597869e-14	-5.19822485619999
"PEMT"	-0.0667488232335404	2.35873610736562	4.85568964722545e-20	3.49279091402849	1.02503101067866e-33	5.85152702139411
"STX11"	-0.0667786947919932	-1.46678445264145	1.87694693173968e-09	-1.61290122649818	4.41960854954944e-15	-3.07968567913962
